id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sooner Manor,1000 Main Street,Stilwell,Adair,OK,73001,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90001,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8264,-94.67540000000001
415,Oil Country Commons,1200 Sooner Boulevard,Seminole,Seminole,OK,73415,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90415,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.seminole-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1964,-96.7054
416,Red River Village,1300 Pioneer Drive,Seminole,Seminole,OK,73416,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90416,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.seminole-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.206399999999995,-96.6954
417,Oklahoma City Commons,1400 Oil Country Street,Seminole,Seminole,OK,73417,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90417,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.seminole-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2164,-96.6854
418,Sooner Manor,1000 Main Street,Sallisaw,Sequoyah,OK,73418,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90418,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.sequoyah-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.376400000000004,-94.87540000000001
419,Pioneer Village,1100 Oklahoma Avenue,Sallisaw,Sequoyah,OK,73419,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90419,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.sequoyah-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3864,-94.86540000000001
420,Oil Country Commons,1200 Sooner Boulevard,Sallisaw,Sequoyah,OK,73420,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90420,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.sequoyah-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.3964,-94.8554
421,Red River Village,1300 Pioneer Drive,Sallisaw,Sequoyah,OK,73421,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90421,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.sequoyah-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4064,-94.84540000000001
422,Oklahoma City Commons,1400 Oil Country Street,Sallisaw,Sequoyah,OK,73422,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90422,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.sequoyah-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.4164,-94.8354
423,Sooner Manor,1000 Main Street,Duncan,Stephens,OK,73423,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90423,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.stephens-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4264,-97.8254
424,Pioneer Village,1100 Oklahoma Avenue,Duncan,Stephens,OK,73424,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90424,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.stephens-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4364,-97.8154
425,Oil Country Commons,1200 Sooner Boulevard,Duncan,Stephens,OK,73425,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90425,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.stephens-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4464,-97.80539999999999
426,Red River Village,1300 Pioneer Drive,Duncan,Stephens,OK,73426,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90426,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.stephens-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.456399999999995,-97.7954
427,Oklahoma City Commons,1400 Oil Country Street,Duncan,Stephens,OK,73427,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90427,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.stephens-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.4664,-97.7854
428,Sooner Manor,1000 Main Street,Guymon,Texas,OK,73428,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90428,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.texas-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.5764,-101.47540000000001
429,Pioneer Village,1100 Oklahoma Avenue,Guymon,Texas,OK,73429,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90429,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.texas-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.5864,-101.4654
430,Oil Country Commons,1200 Sooner Boulevard,Guymon,Texas,OK,73430,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90430,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.texas-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.596399999999996,-101.4554
431,Red River Village,1300 Pioneer Drive,Guymon,Texas,OK,73431,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90431,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.texas-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.606399999999994,-101.4454
432,Oklahoma City Commons,1400 Oil Country Street,Guymon,Texas,OK,73432,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90432,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.texas-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6164,-101.4354
433,Sooner Manor,1000 Main Street,Frederick,Tillman,OK,73433,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90433,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.tillman-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.2764,-98.87540000000001
434,Pioneer Village,1100 Oklahoma Avenue,Frederick,Tillman,OK,73434,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90434,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.tillman-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.2864,-98.86540000000001
435,Oil Country Commons,1200 Sooner Boulevard,Frederick,Tillman,OK,73435,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90435,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.tillman-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.2964,-98.8554
436,Red River Village,1300 Pioneer Drive,Frederick,Tillman,OK,73436,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90436,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.tillman-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.3064,-98.84540000000001
437,Oklahoma City Commons,1400 Oil Country Street,Frederick,Tillman,OK,73437,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90437,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.tillman-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,34.3164,-98.8354
438,Sooner Manor,1000 Main Street,Tulsa,Tulsa,OK,73438,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90438,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.104000000000006,-96.03280000000001
439,Pioneer Village,1100 Oklahoma Avenue,Tulsa,Tulsa,OK,73439,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90439,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.114000000000004,-96.0228
440,Oil Country Commons,1200 Sooner Boulevard,Tulsa,Tulsa,OK,73440,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90440,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.124,-96.0128
441,Red River Village,1300 Pioneer Drive,Tulsa,Tulsa,OK,73441,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90441,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.134,-96.00280000000001
442,Oklahoma City Commons,1400 Oil Country Street,Tulsa,Tulsa,OK,73442,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90442,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.144000000000005,-95.9928
443,Tulsa Manor,1500 Red River Avenue,Tulsa,Tulsa,OK,73443,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90443,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.154,-95.9828
444,Norman Village,1600 Oklahoma City Boulevard,Tulsa,Tulsa,OK,73444,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90444,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.164,-95.9728
445,Broken Arrow Commons,1700 Tulsa Drive,Tulsa,Tulsa,OK,73445,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90445,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.17400000000001,-95.9628
446,Lawton Manor,1800 Norman Street,Tulsa,Tulsa,OK,73446,(413) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,OK-ALF-90446,Oklahoma Department of Health,2024-11-09,83,False,True,True,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.184000000000005,-96.03280000000001
447,Edmond Village,1900 Broken Arrow Avenue,Tulsa,Tulsa,OK,73447,(414) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,OK-ALF-90447,Oklahoma Department of Health,2024-03-10,84,True,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.194,-96.0228
448,Moore Commons,2000 Lawton Boulevard,Tulsa,Tulsa,OK,73448,(415) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,OK-ALF-90448,Oklahoma Department of Health,2024-04-11,85,False,True,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.104000000000006,-96.0128
449,Midwest City Manor,2100 Edmond Drive,Tulsa,Tulsa,OK,73449,(416) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,OK-ALF-90449,Oklahoma Department of Health,2024-05-12,86,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.114000000000004,-96.00280000000001
450,Stillwater Village,2200 Moore Street,Tulsa,Tulsa,OK,73450,(417) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,OK-ALF-90450,Oklahoma Department of Health,2024-06-13,87,True,True,True,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.124,-95.9928
451,Enid Commons,2300 Midwest City Avenue,Tulsa,Tulsa,OK,73451,(418) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,OK-ALF-90451,Oklahoma Department of Health,2024-07-14,88,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.134,-95.9828
452,Muskogee Manor,2400 Stillwater Boulevard,Tulsa,Tulsa,OK,73452,(419) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,OK-ALF-90452,Oklahoma Department of Health,2024-08-15,89,False,True,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.144000000000005,-95.9728
453,Bartlesville Village,2500 Enid Drive,Tulsa,Tulsa,OK,73453,(420) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,50,OK-ALF-90453,Oklahoma Department of Health,2024-09-16,90,True,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.154,-95.9628
454,Shawnee Commons,2600 Muskogee Street,Tulsa,Tulsa,OK,73454,(421) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,51,OK-ALF-90454,Oklahoma Department of Health,2024-10-17,91,False,True,True,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.164,-96.03280000000001
455,Ponca City Manor,2700 Bartlesville Avenue,Tulsa,Tulsa,OK,73455,(422) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,52,OK-ALF-90455,Oklahoma Department of Health,2024-11-18,92,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.17400000000001,-96.0228
456,Ardmore Village,2800 Shawnee Boulevard,Tulsa,Tulsa,OK,73456,(423) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,53,OK-ALF-90456,Oklahoma Department of Health,2024-03-19,93,True,True,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.184000000000005,-96.0128
457,Duncan Commons,2900 Ponca City Drive,Tulsa,Tulsa,OK,73457,(424) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,54,OK-ALF-90457,Oklahoma Department of Health,2024-04-20,94,False,False,False,https://www.tulsa-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.194,-96.00280000000001
458,Sooner Manor,1000 Main Street,Wagoner,Wagoner,OK,73458,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90458,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.876400000000004,-95.37540000000001
459,Pioneer Village,1100 Oklahoma Avenue,Wagoner,Wagoner,OK,73459,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90459,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8864,-95.36540000000001
460,Oil Country Commons,1200 Sooner Boulevard,Wagoner,Wagoner,OK,73460,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90460,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8964,-95.3554
461,Red River Village,1300 Pioneer Drive,Wagoner,Wagoner,OK,73461,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90461,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9064,-95.34540000000001
462,Oklahoma City Commons,1400 Oil Country Street,Wagoner,Wagoner,OK,73462,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90462,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9164,-95.3354
463,Tulsa Manor,1500 Red River Avenue,Wagoner,Wagoner,OK,73463,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90463,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9264,-95.3254
464,Norman Village,1600 Oklahoma City Boulevard,Wagoner,Wagoner,OK,73464,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90464,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9364,-95.31540000000001
465,Broken Arrow Commons,1700 Tulsa Drive,Wagoner,Wagoner,OK,73465,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90465,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.946400000000004,-95.3054
466,Lawton Manor,1800 Norman Street,Wagoner,Wagoner,OK,73466,(413) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,OK-ALF-90466,Oklahoma Department of Health,2024-11-09,83,False,True,True,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9564,-95.37540000000001
467,Edmond Village,1900 Broken Arrow Avenue,Wagoner,Wagoner,OK,73467,(414) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,OK-ALF-90467,Oklahoma Department of Health,2024-03-10,84,True,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.9664,-95.36540000000001
468,Moore Commons,2000 Lawton Boulevard,Wagoner,Wagoner,OK,73468,(415) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,OK-ALF-90468,Oklahoma Department of Health,2024-04-11,85,False,True,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.876400000000004,-95.3554
469,Midwest City Manor,2100 Edmond Drive,Wagoner,Wagoner,OK,73469,(416) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,OK-ALF-90469,Oklahoma Department of Health,2024-05-12,86,False,False,False,https://www.wagoner-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.8864,-95.34540000000001
470,Sooner Manor,1000 Main Street,Bartlesville,Washington,OK,73470,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90470,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6764,-95.97540000000001
471,Pioneer Village,1100 Oklahoma Avenue,Bartlesville,Washington,OK,73471,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90471,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6864,-95.9654
472,Oil Country Commons,1200 Sooner Boulevard,Bartlesville,Washington,OK,73472,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90472,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6964,-95.9554
473,Red River Village,1300 Pioneer Drive,Bartlesville,Washington,OK,73473,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90473,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.706399999999995,-95.9454
474,Oklahoma City Commons,1400 Oil Country Street,Bartlesville,Washington,OK,73474,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90474,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7164,-95.9354
475,Tulsa Manor,1500 Red River Avenue,Bartlesville,Washington,OK,73475,(410) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,OK-ALF-90475,Oklahoma Department of Health,2024-08-06,80,False,False,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7264,-95.9254
476,Norman Village,1600 Oklahoma City Boulevard,Bartlesville,Washington,OK,73476,(411) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,OK-ALF-90476,Oklahoma Department of Health,2024-09-07,81,True,True,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.736399999999996,-95.9154
477,Broken Arrow Commons,1700 Tulsa Drive,Bartlesville,Washington,OK,73477,(412) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,OK-ALF-90477,Oklahoma Department of Health,2024-10-08,82,False,False,False,https://www.washington-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7464,-95.9054
478,Sooner Manor,1000 Main Street,Cordell,Washita,OK,73478,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90478,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.washita-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1764,-99.0754
479,Pioneer Village,1100 Oklahoma Avenue,Cordell,Washita,OK,73479,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90479,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.washita-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1864,-99.0654
480,Oil Country Commons,1200 Sooner Boulevard,Cordell,Washita,OK,73480,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90480,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.washita-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.1964,-99.05539999999999
481,Red River Village,1300 Pioneer Drive,Cordell,Washita,OK,73481,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90481,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.washita-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.206399999999995,-99.0454
482,Oklahoma City Commons,1400 Oil Country Street,Cordell,Washita,OK,73482,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90482,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.washita-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,35.2164,-99.0354
483,Sooner Manor,1000 Main Street,Alva,Woods,OK,73483,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90483,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.woods-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6764,-98.87540000000001
484,Pioneer Village,1100 Oklahoma Avenue,Alva,Woods,OK,73484,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90484,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.woods-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6864,-98.86540000000001
485,Oil Country Commons,1200 Sooner Boulevard,Alva,Woods,OK,73485,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90485,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.woods-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.6964,-98.8554
486,Red River Village,1300 Pioneer Drive,Alva,Woods,OK,73486,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90486,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.woods-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.706399999999995,-98.84540000000001
487,Oklahoma City Commons,1400 Oil Country Street,Alva,Woods,OK,73487,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90487,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.woods-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.7164,-98.8354
488,Sooner Manor,1000 Main Street,Woodward,Woodward,OK,73488,(405) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,OK-ALF-90488,Oklahoma Department of Health,2024-03-01,75,True,True,True,https://www.woodward-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.376400000000004,-99.37540000000001
489,Pioneer Village,1100 Oklahoma Avenue,Woodward,Woodward,OK,73489,(406) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,OK-ALF-90489,Oklahoma Department of Health,2024-04-02,76,False,False,False,https://www.woodward-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3864,-99.36540000000001
490,Oil Country Commons,1200 Sooner Boulevard,Woodward,Woodward,OK,73490,(407) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,OK-ALF-90490,Oklahoma Department of Health,2024-05-03,77,False,True,False,https://www.woodward-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.3964,-99.3554
491,Red River Village,1300 Pioneer Drive,Woodward,Woodward,OK,73491,(408) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,OK-ALF-90491,Oklahoma Department of Health,2024-06-04,78,True,False,False,https://www.woodward-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.4064,-99.34540000000001
492,Oklahoma City Commons,1400 Oil Country Street,Woodward,Woodward,OK,73492,(409) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,OK-ALF-90492,Oklahoma Department of Health,2024-07-05,79,False,True,True,https://www.woodward-senior-living.com,Active,Oklahoma Department of Health,2025-07-17,36.4164,-99.3354
