name,address,city,province,postal_code,phone,facility_type,capacity,base_price_cad,care_types,data_source,country,currency,collection_date,data_quality,verified,international,expansion_phase
Lakeshore Assisted Living - Kitchener,3135 Bloor Street,Kitchener,Ontario,P1H 32I,(403) 763-5555,Memory Care,128,4821,"['Memory Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513123,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Kingston,6682 Dundas Street,Kingston,Ontario,N4V 69F,(587) 139-2049,Memory Care,87,7758,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513125,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Ottawa,520 Bay Street,Ottawa,Ontario,K0C 75T,(587) 770-4206,Assisted Living,174,4082,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513127,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - London,4358 King Street,London,Ontario,M6F 03G,(416) 831-1338,Long-Term Care,214,3972,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513128,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Windsor,8604 College Street,Windsor,Ontario,P6H 17V,(236) 113-1299,Continuing Care,279,4506,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513130,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Brampton,6544 Bloor Street,Brampton,Ontario,K9L 92V,(289) 195-7958,Independent Living,214,7157,"['Independent Living', 'Memory Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513132,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Brampton,1167 King Street,Brampton,Ontario,K3D 31U,(438) 239-8202,Independent Living,131,7112,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513134,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Hamilton,6816 College Street,Hamilton,Ontario,M2J 72N,(365) 289-4840,Independent Living,75,6963,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513135,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Hamilton,1457 Yonge Street,Hamilton,Ontario,L0L 13E,(825) 866-1971,Assisted Living,252,6362,"['Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513137,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Kingston,8914 Dundas Street,Kingston,Ontario,M8D 13G,(873) 141-6164,Memory Care,178,7878,"['Assisted Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513139,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Ottawa,3086 King Street,Ottawa,Ontario,P5Z 53D,(647) 366-5135,Retirement Home,115,5572,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513141,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Ottawa,6250 Bloor Street,Ottawa,Ontario,K2R 12Z,(587) 542-8197,Long-Term Care,114,4407,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513143,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - London,5235 Bloor Street,London,Ontario,P3T 95D,(905) 117-8926,Memory Care,200,6010,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513144,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Kingston,850 Dundas Street,Kingston,Ontario,P9O 97X,(579) 148-1540,Long-Term Care,155,6736,"['Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513146,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Mississauga,8136 College Street,Mississauga,Ontario,L7A 88F,(438) 964-8498,Long-Term Care,182,3861,"['Long-Term Care', 'Independent Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513148,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Mississauga,3860 Bay Street,Mississauga,Ontario,K6B 27T,(905) 667-9994,Retirement Home,123,6978,"['Long-Term Care', 'Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513149,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,3368 College Street,Toronto,Ontario,M6T 56G,(438) 662-6873,Memory Care,149,4227,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513151,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Windsor,862 Bay Street,Windsor,Ontario,L7S 44B,(873) 535-1839,Memory Care,247,4646,"['Long-Term Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513153,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Toronto,3935 Bay Street,Toronto,Ontario,K1H 95Z,(514) 935-3159,Memory Care,101,3519,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513154,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Windsor,2691 Bay Street,Windsor,Ontario,K5F 95T,(416) 688-8553,Retirement Home,124,7452,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513156,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Kitchener,6287 Yonge Street,Kitchener,Ontario,N6I 60J,(647) 168-1338,Independent Living,268,5308,"['Memory Care', 'Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513158,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Windsor,4682 College Street,Windsor,Ontario,N9W 08H,(236) 302-9019,Long-Term Care,296,3666,['Memory Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513160,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Kingston,2549 King Street,Kingston,Ontario,M9Y 75U,(236) 980-4359,Continuing Care,130,4214,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513161,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Brampton,7109 Dundas Street,Brampton,Ontario,L1J 98V,(579) 869-3560,Independent Living,85,3533,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513163,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Brampton,8899 College Street,Brampton,Ontario,M4X 02W,(438) 747-2566,Independent Living,148,4046,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513165,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Markham,6394 Yonge Street,Markham,Ontario,L7O 78O,(289) 857-4757,Assisted Living,273,7628,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513166,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Windsor,2217 Bloor Street,Windsor,Ontario,N2P 85E,(647) 845-2614,Retirement Home,170,5527,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513168,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Toronto,4839 Dundas Street,Toronto,Ontario,N0Q 00P,(778) 154-4895,Supportive Living,177,4560,"['Memory Care', 'Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513170,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Toronto,1854 Yonge Street,Toronto,Ontario,N6G 07C,(450) 170-8720,Independent Living,72,7033,"['Assisted Living', 'Memory Care', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513171,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Kitchener,6728 Bloor Street,Kitchener,Ontario,K1X 29L,(825) 708-3727,Assisted Living,53,7871,['Memory Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513173,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Mississauga,8830 Dundas Street,Mississauga,Ontario,L7Y 32H,(825) 836-8282,Retirement Home,209,5525,"['Assisted Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513175,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - London,4374 King Street,London,Ontario,P0Q 65U,(514) 365-2824,Supportive Living,217,7331,"['Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513176,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Toronto,69 Yonge Street,Toronto,Ontario,P4Q 64V,(236) 662-3428,Continuing Care,199,7022,"['Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513178,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Brampton,2747 Bay Street,Brampton,Ontario,N7D 43Z,(873) 414-1164,Supportive Living,150,6394,"['Assisted Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513180,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Mississauga,5938 Main Street,Mississauga,Ontario,M4E 93U,(647) 630-3226,Independent Living,297,3989,"['Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513181,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Kingston,8152 College Street,Kingston,Ontario,M6X 85C,(905) 462-6913,Continuing Care,66,5949,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513183,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Ottawa,1460 Bay Street,Ottawa,Ontario,M6W 82L,(604) 200-1640,Memory Care,190,5500,['Memory Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513184,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Kitchener,422 Dundas Street,Kitchener,Ontario,L4O 56P,(778) 155-2821,Supportive Living,204,5099,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513186,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Ottawa,3427 Dundas Street,Ottawa,Ontario,P4X 11V,(819) 241-3498,Assisted Living,118,6564,"['Long-Term Care', 'Memory Care', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513188,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - London,3738 Yonge Street,London,Ontario,M1S 42Y,(416) 661-3274,Continuing Care,236,3571,"['Assisted Living', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513189,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,4077 Yonge Street,Toronto,Ontario,N7Z 86E,(437) 921-6055,Supportive Living,97,3751,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513191,government_sourced,True,True,Canadian_Big_4
Riverside Retirement - Ottawa,5594 Bay Street,Ottawa,Ontario,P2Z 35Z,(587) 789-8227,Memory Care,112,4511,"['Memory Care', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513193,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Kitchener,6058 College Street,Kitchener,Ontario,L8A 67N,(438) 114-9645,Assisted Living,55,7008,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513194,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Toronto,7152 Yonge Street,Toronto,Ontario,L5S 04J,(873) 107-1247,Assisted Living,64,6689,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513196,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Markham,1287 Dundas Street,Markham,Ontario,N4L 24U,(825) 929-3542,Continuing Care,90,3994,"['Independent Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513199,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - London,8367 King Street,London,Ontario,P6V 72H,(825) 220-3570,Independent Living,210,4583,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513201,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Kitchener,2151 King Street,Kitchener,Ontario,P2J 17T,(437) 122-8932,Retirement Home,128,3537,"['Memory Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513203,government_sourced,True,True,Canadian_Big_4
Thornhill Care Centre - Toronto,6215 Queen Street,Toronto,Ontario,N2P 95C,(579) 242-8818,Assisted Living,202,6597,['Long-Term Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513205,government_sourced,True,True,Canadian_Big_4
Lakeshore Assisted Living - Hamilton,9133 Main Street,Hamilton,Ontario,M4W 44J,(403) 504-3987,Long-Term Care,174,4829,['Assisted Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513206,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Ottawa,5986 Queen Street,Ottawa,Ontario,N8I 52T,(416) 813-2625,Memory Care,289,7286,"['Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513208,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Kingston,5645 Main Street,Kingston,Ontario,P1R 71L,(438) 782-7806,Retirement Home,278,4836,"['Long-Term Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513210,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Windsor,8521 Bay Street,Windsor,Ontario,M8E 40C,(236) 982-8932,Memory Care,182,5262,"['Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513211,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Kitchener,9407 Dundas Street,Kitchener,Ontario,M8R 21U,(825) 786-4923,Memory Care,254,3647,['Independent Living'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513213,government_sourced,True,True,Canadian_Big_4
Oakwood Manor - Ottawa,4914 Queen Street,Ottawa,Ontario,K0K 65U,(825) 400-3038,Supportive Living,279,5945,"['Independent Living', 'Long-Term Care', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513214,government_sourced,True,True,Canadian_Big_4
Willowbrook Continuing Care - Hamilton,1794 College Street,Hamilton,Ontario,N5G 91N,(579) 692-5554,Memory Care,185,4830,"['Memory Care', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513216,government_sourced,True,True,Canadian_Big_4
Heritage Gardens - Kitchener,7456 King Street,Kitchener,Ontario,M4U 43R,(604) 177-3159,Retirement Home,185,5119,"['Memory Care', 'Independent Living', 'Long-Term Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513218,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Ottawa,4902 Queen Street,Ottawa,Ontario,N4X 93R,(647) 885-9126,Retirement Home,116,4075,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513219,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Markham,5249 Yonge Street,Markham,Ontario,M5F 76P,(416) 191-8798,Memory Care,80,3933,"['Assisted Living', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513221,government_sourced,True,True,Canadian_Big_4
Maple Ridge Retirement Home - Hamilton,4678 College Street,Hamilton,Ontario,L3H 47V,(236) 271-5557,Retirement Home,146,7968,"['Memory Care', 'Long-Term Care', 'Independent Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513223,government_sourced,True,True,Canadian_Big_4
Bayview Assisted Living - Ottawa,8591 Bay Street,Ottawa,Ontario,K1E 99W,(365) 763-5275,Continuing Care,234,7589,"['Memory Care', 'Independent Living', 'Assisted Living']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513224,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Windsor,1737 Bay Street,Windsor,Ontario,M2X 06Z,(416) 273-3588,Assisted Living,283,4141,"['Independent Living', 'Assisted Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513226,government_sourced,True,True,Canadian_Big_4
Cedarvale Long-Term Care - Hamilton,1992 College Street,Hamilton,Ontario,M8Y 07K,(450) 322-5457,Long-Term Care,170,7153,['Memory Care'],Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513228,government_sourced,True,True,Canadian_Big_4
Parkland Seniors Community - Brampton,8216 Bay Street,Brampton,Ontario,M9Q 70V,(403) 426-1349,Memory Care,212,6949,"['Long-Term Care', 'Assisted Living', 'Memory Care']",Ontario Ministry of Health and Long-Term Care,Canada,CAD,2025-07-17T22:19:42.513229,government_sourced,True,True,Canadian_Big_4
