provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Freestone County Care Services,Residential Care Facility,182 Pine Street,Teague,TX,(956) 478-5253,ASL14432,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Freestone,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284867
Fairfield River Assisted Care,Community Care Center,149 Country Lane,Fairfield,TX,(832) 446-5282,LTC45688,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Freestone,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284874
Kirvin Neighborhood Senior Care,Senior Care Home,185 Pine Street,Kirvin,TX,(830) 558-3147,RC59072,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Freestone,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284882
River Frio Care Home,Personal Care Home,583 Rural Route,Moore,TX,(806) 802-5344,PCH14651,Active,Private,"Assisted Living, Medication Management",Assisted Living,Frio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284890
Lake Frio Family Care,Senior Care Home,267 Old Town Road,Hilltop,TX,(281) 386-2069,LTC32677,Active,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Frio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284898
Moore Lake Assisted Care,Assisted Living Facility,191 Highway,Moore,TX,(956) 686-9058,LTC18869,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Frio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284908
Frio County Assisted Care,Assisted Living Facility,456 Old Town Road,Moore,TX,(361) 985-8010,CCH88478,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Frio,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284916
Gaines County Community Care,Senior Care Home,176 County Road,Loop,TX,(254) 738-1653,ALF70284,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284924
Gaines County Family Care,Community Care Center,549 Third Street,Seminole,TX,(945) 867-5918,RC95404,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284932
Lake Gaines Personal Care,Community Care Center,441 Country Lane,Seminole,TX,(713) 651-7916,PCH33894,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284940
Welch Care Services,Community Care Center,387 Main Street,Welch,TX,(409) 474-4751,RC35161,Active,Community-Owned,"Residential Care, Companionship",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284948
Small Town Care Services,Personal Care Home,829 Market Street,Seminole,TX,(325) 402-4627,LTC45837,Active,Private,"Personal Care, Transportation",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284955
Loop Prairie Community Care,Personal Care Home,175 Hill Road,Loop,TX,(346) 898-5280,RC22838,Active,Private,"Assisted Living, Medication Management",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284963
Gaines County Community Care,Residential Care Facility,174 Market Street,Seagraves,TX,(430) 399-6622,CCH93678,Active - Good Standing,Private,"Senior Care, Meal Services",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284970
Gaines County Residential Care,Assisted Living Facility,820 Hill Road,Welch,TX,(512) 475-8069,LTC73466,Active - Good Standing,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Gaines,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284981
League City Family Care,Senior Care Home,884 State Highway,League City,TX,(432) 914-7495,RC37699,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284990
Galveston County Family Care,Personal Care Home,951 Ranch Road,Friendswood,TX,(979) 893-6439,LTC73723,Active,Private,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.284998
Creek Living Center,Assisted Living Facility,657 Third Street,League City,TX,(903) 927-3602,CCH85089,Active - Good Standing,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285006
Neighborhood Galveston Care Services,Assisted Living Facility,126 Elm Street,League City,TX,(972) 602-6147,RC51666,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285015
Creek Care Services,Residential Care Facility,411 Creek Road,Dickinson,TX,(830) 663-7652,PCH54924,Licensed,Family-Owned,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285022
Peaceful Galveston Senior Care,Family Care Home,316 Farm Road,League City,TX,(806) 483-1565,ALF65106,Licensed,Private,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285030
Galveston Quiet Care Facility,Senior Care Home,807 State Highway,Galveston,TX,(346) 425-9342,CCH12778,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285038
Galveston County Family Care,Senior Care Home,589 Mill Street,Texas City,TX,(512) 468-9290,LTC40926,Active,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285045
Countryside Care Facility,Residential Care Facility,466 County Road,Galveston,TX,(254) 297-8359,RC90328,Licensed,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285054
Galveston Hometown Care Services,Senior Care Home,675 Creek Road,Galveston,TX,(832) 340-8195,LTC70820,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285062
Friendswood Senior Home,Assisted Living Facility,610 Second Street,Friendswood,TX,(346) 440-6374,ALF16069,Active,Private,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285071
Friendswood Personal Care,Assisted Living Facility,466 Farm Road,Friendswood,TX,(979) 612-1848,ASL55778,Licensed,Private,"Assisted Living, Medication Management",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285079
Quiet Galveston Family Care,Senior Care Home,767 Church Street,Galveston,TX,(469) 394-8907,ALF48847,Licensed,Community-Owned,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285086
Galveston Hometown Home Care,Residential Care Facility,729 Highway,Galveston,TX,(830) 850-5727,ASL97757,Active - Good Standing,Family-Owned,"Assisted Living, Personal Care",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285094
Community Galveston Senior Home,Personal Care Home,193 Old Town Road,Galveston,TX,(254) 965-6130,CCH56492,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285102
Historic Assisted Care,Assisted Living Facility,812 Ranch Road,Dickinson,TX,(830) 727-1501,CCH88182,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285109
Neighborhood Care Facility,Community Care Center,617 Highway,Dickinson,TX,(979) 350-4409,PCH16349,Active - Good Standing,Family-Owned,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285117
Countryside Galveston Senior Home,Residential Care Facility,553 Second Street,Texas City,TX,(346) 940-2922,ALF32133,Active,Private,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285125
Hill Community Care,Personal Care Home,207 Highway,Dickinson,TX,(915) 794-4285,ALF45253,Active,Private,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285132
Galveston Prairie Personal Care,Community Care Center,388 Farm Road,Galveston,TX,(832) 715-8134,CCH84455,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285140
Galveston County Community Care,Senior Care Home,153 Pine Street,Dickinson,TX,(903) 560-5904,CCH76263,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285149
Historic Galveston Personal Care,Assisted Living Facility,787 Farm Road,Friendswood,TX,(346) 431-7865,RC29184,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285157
Galveston County Senior Services,Assisted Living Facility,246 County Road,Texas City,TX,(346) 339-9717,ASL33013,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285165
Texas City Lake Senior Home,Senior Care Home,402 Second Street,Texas City,TX,(832) 420-2904,CCH61531,Active - Good Standing,Community-Owned,"Senior Care, Meal Services",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285172
Texas City Senior Services,Personal Care Home,570 Rural Route,Texas City,TX,(432) 902-2219,LTC38064,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Galveston,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285180
Neighborhood Senior Services,Senior Care Home,402 Country Lane,Southland,TX,(903) 305-2968,PCH44808,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285188
Hill Garza Care Home,Residential Care Facility,995 Main Street,Post,TX,(903) 865-1263,RC64519,Active - Good Standing,Private,"Residential Care, Companionship",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285197
Hill Garza Senior Care,Residential Care Facility,524 Second Street,Southland,TX,(956) 906-2598,LTC57597,Licensed,Private,"Personal Care, Transportation",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285206
Garza County Senior Living,Senior Care Home,407 Hill Road,Southland,TX,(737) 453-7424,RC62476,Active,Community-Owned,"Assisted Living, Medication Management",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285214
Justiceburg Family Senior Services,Family Care Home,743 Second Street,Justiceburg,TX,(325) 499-4655,RC97636,Active - Good Standing,Non-Profit,"Personal Care, Transportation",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285223
Village Garza Senior Care,Senior Care Home,683 Mill Street,Justiceburg,TX,(346) 991-5661,PCH11172,Active,Private,"Personal Care, Transportation",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285232
Tranquil Assisted Care,Senior Care Home,687 Church Street,Southland,TX,(346) 536-8636,CCH68300,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Garza,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285240
Hill Gillespie Community Care,Personal Care Home,442 First Street,Stonewall,TX,(956) 640-4490,CCH56765,Active,Family-Owned,"Personal Care, Transportation",Assisted Living,Gillespie,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285248
Lake Gillespie Family Care,Family Care Home,386 Church Street,Harper,TX,(903) 616-3771,CCH71466,Licensed,Family-Owned,"Assisted Living, Medication Management",Assisted Living,Gillespie,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285256
Harper Creek Community Care,Community Care Center,700 State Highway,Harper,TX,(903) 308-5965,ALF21944,Licensed,Private,"Senior Care, Meal Services",Assisted Living,Gillespie,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285264
Lees Homestead Care Center,Assisted Living Facility,727 Hill Road,Lees,TX,(832) 450-4376,CCH43493,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Glasscock,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285272
Creek Residential Care,Community Care Center,582 Highway,St. Lawrence,TX,(254) 770-2917,ASL38663,Active,Private,"Senior Care, Meal Services",Assisted Living,Glasscock,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285280
Frontier Assisted Care,Assisted Living Facility,839 Elm Street,Garden City,TX,(956) 842-7374,ALF99477,Active - Good Standing,Non-Profit,"Residential Care, Companionship",Assisted Living,Glasscock,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285288
Glasscock County Residential Care,Residential Care Facility,318 Church Street,Garden City,TX,(469) 598-2202,ASL74033,Active,Community-Owned,"Senior Care, Meal Services",Assisted Living,Glasscock,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285295
Prairie Glasscock Care Home,Family Care Home,341 First Street,Garden City,TX,(361) 703-4860,LTC51157,Licensed,Private,"Assisted Living, Personal Care",Assisted Living,Glasscock,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285303
Valley Care Facility,Assisted Living Facility,691 Elm Street,Fannin,TX,(832) 538-9738,LTC72558,Licensed,Family-Owned,"Senior Care, Meal Services",Assisted Living,Goliad,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285313
Small Town Senior Home,Family Care Home,297 Church Street,Fannin,TX,(915) 646-7101,PCH64428,Active,Non-Profit,"Assisted Living, Personal Care",Assisted Living,Goliad,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285320
Local Goliad Senior Home,Community Care Center,574 Main Street,Berclair,TX,(979) 909-5301,RC37790,Licensed,Non-Profit,"Residential Care, Companionship",Assisted Living,Goliad,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285328
Community Assisted Care,Community Care Center,621 Ranch Road,Waelder,TX,(830) 757-7892,LTC49744,Active - Good Standing,Non-Profit,"Senior Care, Meal Services",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285337
Gonzales County Senior Living,Assisted Living Facility,192 First Street,Smiley,TX,(361) 507-9496,ALF86670,Active - Good Standing,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285351
Gonzales County Home Care,Family Care Home,242 Old Town Road,Waelder,TX,(940) 912-7475,ASL59022,Active - Good Standing,Private,"Assisted Living, Personal Care",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285365
River Senior Living,Senior Care Home,147 State Highway,Waelder,TX,(713) 735-2979,ASL91265,Licensed,Community-Owned,"Assisted Living, Personal Care",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285373
Gonzales County Personal Care,Community Care Center,982 Hill Road,Waelder,TX,(409) 635-8331,ALF13855,Active,Non-Profit,"Residential Care, Companionship",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285392
Settlement Family Care,Personal Care Home,605 First Street,Smiley,TX,(830) 934-8775,ASL31550,Active - Good Standing,Private,"Personal Care, Transportation",Assisted Living,Gonzales,Texas Statewide Expansion - Complete Coverage,2025-07-10T07:36:38.285403
