id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Badger State Manor,1000 Main Street,Friendship,Adams,WI,53001,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40001,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
407,Cheese Country Commons,1100 Wisconsin Avenue,Hudson,St. Croix,WI,53407,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40407,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
408,Northwoods Care,1200 State Street,Hudson,St. Croix,WI,53408,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40408,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
409,Dairyland Village,1300 Oak Street,Hudson,St. Croix,WI,53409,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40409,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
410,Wisconsin Rapids Manor,1400 Maple Avenue,Hudson,St. Croix,WI,53410,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40410,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
411,Great Lakes Commons,1500 Pine Street,Hudson,St. Croix,WI,53411,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40411,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.stcroix-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
412,Badger State Manor,1000 Main Street,Medford,Taylor,WI,53412,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40412,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
413,Cheese Country Commons,1100 Wisconsin Avenue,Medford,Taylor,WI,53413,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40413,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
414,Northwoods Care,1200 State Street,Medford,Taylor,WI,53414,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40414,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
415,Dairyland Village,1300 Oak Street,Medford,Taylor,WI,53415,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40415,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
416,Wisconsin Rapids Manor,1400 Maple Avenue,Medford,Taylor,WI,53416,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40416,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
417,Great Lakes Commons,1500 Pine Street,Medford,Taylor,WI,53417,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40417,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.taylor-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
418,Badger State Manor,1000 Main Street,Whitehall,Trempealeau,WI,53418,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40418,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
419,Cheese Country Commons,1100 Wisconsin Avenue,Whitehall,Trempealeau,WI,53419,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40419,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
420,Northwoods Care,1200 State Street,Whitehall,Trempealeau,WI,53420,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40420,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
421,Dairyland Village,1300 Oak Street,Whitehall,Trempealeau,WI,53421,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40421,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
422,Wisconsin Rapids Manor,1400 Maple Avenue,Whitehall,Trempealeau,WI,53422,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40422,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
423,Great Lakes Commons,1500 Pine Street,Whitehall,Trempealeau,WI,53423,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40423,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.trempealeau-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
424,Badger State Manor,1000 Main Street,Viroqua,Vernon,WI,53424,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40424,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
425,Cheese Country Commons,1100 Wisconsin Avenue,Viroqua,Vernon,WI,53425,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40425,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
426,Northwoods Care,1200 State Street,Viroqua,Vernon,WI,53426,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40426,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
427,Dairyland Village,1300 Oak Street,Viroqua,Vernon,WI,53427,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40427,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
428,Wisconsin Rapids Manor,1400 Maple Avenue,Viroqua,Vernon,WI,53428,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40428,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
429,Great Lakes Commons,1500 Pine Street,Viroqua,Vernon,WI,53429,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40429,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.vernon-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
430,Badger State Manor,1000 Main Street,Eagle River,Vilas,WI,53430,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40430,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
431,Cheese Country Commons,1100 Wisconsin Avenue,Eagle River,Vilas,WI,53431,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40431,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
432,Northwoods Care,1200 State Street,Eagle River,Vilas,WI,53432,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40432,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
433,Dairyland Village,1300 Oak Street,Eagle River,Vilas,WI,53433,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40433,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
434,Wisconsin Rapids Manor,1400 Maple Avenue,Eagle River,Vilas,WI,53434,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40434,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
435,Great Lakes Commons,1500 Pine Street,Eagle River,Vilas,WI,53435,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40435,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.vilas-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
436,Badger State Manor,1000 Main Street,Elkhorn,Walworth,WI,53436,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40436,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6231,-88.58430000000001
437,Cheese Country Commons,1100 Wisconsin Avenue,Elkhorn,Walworth,WI,53437,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40437,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6331,-88.57430000000001
438,Northwoods Care,1200 State Street,Elkhorn,Walworth,WI,53438,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40438,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6431,-88.5643
439,Dairyland Village,1300 Oak Street,Elkhorn,Walworth,WI,53439,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40439,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.653099999999995,-88.55430000000001
440,Wisconsin Rapids Manor,1400 Maple Avenue,Elkhorn,Walworth,WI,53440,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40440,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6631,-88.5443
441,Great Lakes Commons,1500 Pine Street,Elkhorn,Walworth,WI,53441,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40441,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.walworth-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.6731,-88.5343
442,Badger State Manor,1000 Main Street,Shell Lake,Washburn,WI,53442,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40442,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
443,Cheese Country Commons,1100 Wisconsin Avenue,Shell Lake,Washburn,WI,53443,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40443,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
444,Northwoods Care,1200 State Street,Shell Lake,Washburn,WI,53444,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40444,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
445,Dairyland Village,1300 Oak Street,Shell Lake,Washburn,WI,53445,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40445,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
446,Wisconsin Rapids Manor,1400 Maple Avenue,Shell Lake,Washburn,WI,53446,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40446,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
447,Great Lakes Commons,1500 Pine Street,Shell Lake,Washburn,WI,53447,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40447,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.washburn-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
448,Badger State Manor,1000 Main Street,West Bend,Washington,WI,53448,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40448,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.335,-88.2643
449,Cheese Country Commons,1100 Wisconsin Avenue,West Bend,Washington,WI,53449,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40449,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.345,-88.2543
450,Northwoods Care,1200 State Street,West Bend,Washington,WI,53450,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40450,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.355,-88.2443
451,Dairyland Village,1300 Oak Street,West Bend,Washington,WI,53451,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40451,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.364999999999995,-88.2343
452,Wisconsin Rapids Manor,1400 Maple Avenue,West Bend,Washington,WI,53452,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40452,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.375,-88.2243
453,Great Lakes Commons,1500 Pine Street,West Bend,Washington,WI,53453,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40453,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.385,-88.2143
454,Timber Ridge Care,1600 Cedar Avenue,West Bend,Washington,WI,53454,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40454,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.394999999999996,-88.2043
455,Prairie Creek Manor,1700 First Street,West Bend,Washington,WI,53455,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40455,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.washington-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.405,-88.1943
456,Badger State Manor,1000 Main Street,Waukesha,Waukesha,WI,53456,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40456,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.9617,-88.2715
457,Cheese Country Commons,1100 Wisconsin Avenue,Waukesha,Waukesha,WI,53457,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40457,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.9717,-88.2615
458,Northwoods Care,1200 State Street,Waukesha,Waukesha,WI,53458,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40458,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.9817,-88.2515
459,Dairyland Village,1300 Oak Street,Waukesha,Waukesha,WI,53459,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40459,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.991699999999994,-88.2415
460,Wisconsin Rapids Manor,1400 Maple Avenue,Waukesha,Waukesha,WI,53460,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40460,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0017,-88.2315
461,Great Lakes Commons,1500 Pine Street,Waukesha,Waukesha,WI,53461,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40461,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0117,-88.22149999999999
462,Timber Ridge Care,1600 Cedar Avenue,Waukesha,Waukesha,WI,53462,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40462,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.021699999999996,-88.2115
463,Prairie Creek Manor,1700 First Street,Waukesha,Waukesha,WI,53463,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40463,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0317,-88.2015
464,Lakeside Village,1800 Second Street,Waukesha,Waukesha,WI,53464,(422) 508-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,WI-ALF-40464,Wisconsin Department of Health Services,2024-11-09,83,False,True,True,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0417,-88.2715
465,Brewers Ridge,1900 Third Street,Waukesha,Waukesha,WI,53465,(423) 509-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,WI-ALF-40465,Wisconsin Department of Health Services,2024-03-10,84,True,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0517,-88.2615
466,Packers Commons,2000 Fourth Street,Waukesha,Waukesha,WI,53466,(424) 510-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,WI-ALF-40466,Wisconsin Department of Health Services,2024-04-11,85,False,True,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.9617,-88.2515
467,Maple Ridge Manor,2100 Fifth Street,Waukesha,Waukesha,WI,53467,(425) 511-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,WI-ALF-40467,Wisconsin Department of Health Services,2024-05-12,86,False,False,False,https://www.waukesha-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,42.9717,-88.2415
468,Badger State Manor,1000 Main Street,Waupaca,Waupaca,WI,53468,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40468,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
469,Cheese Country Commons,1100 Wisconsin Avenue,Waupaca,Waupaca,WI,53469,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40469,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
470,Northwoods Care,1200 State Street,Waupaca,Waupaca,WI,53470,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40470,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
471,Dairyland Village,1300 Oak Street,Waupaca,Waupaca,WI,53471,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40471,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
472,Wisconsin Rapids Manor,1400 Maple Avenue,Waupaca,Waupaca,WI,53472,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40472,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
473,Great Lakes Commons,1500 Pine Street,Waupaca,Waupaca,WI,53473,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40473,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.waupaca-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
474,Badger State Manor,1000 Main Street,Wautoma,Waushara,WI,53474,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40474,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0231,-89.44120000000001
475,Cheese Country Commons,1100 Wisconsin Avenue,Wautoma,Waushara,WI,53475,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40475,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0331,-89.4312
476,Northwoods Care,1200 State Street,Wautoma,Waushara,WI,53476,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40476,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.043099999999995,-89.4212
477,Dairyland Village,1300 Oak Street,Wautoma,Waushara,WI,53477,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40477,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.05309999999999,-89.41120000000001
478,Wisconsin Rapids Manor,1400 Maple Avenue,Wautoma,Waushara,WI,53478,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40478,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0631,-89.4012
479,Great Lakes Commons,1500 Pine Street,Wautoma,Waushara,WI,53479,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40479,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.waushara-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.0731,-89.3912
480,Badger State Manor,1000 Main Street,Oshkosh,Winnebago,WI,53480,(414) 500-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,WI-ALF-40480,Wisconsin Department of Health Services,2024-03-01,75,True,True,True,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.9767,-88.5826
481,Cheese Country Commons,1100 Wisconsin Avenue,Oshkosh,Winnebago,WI,53481,(415) 501-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,WI-ALF-40481,Wisconsin Department of Health Services,2024-04-02,76,False,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.9867,-88.5726
482,Northwoods Care,1200 State Street,Oshkosh,Winnebago,WI,53482,(416) 502-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,WI-ALF-40482,Wisconsin Department of Health Services,2024-05-03,77,False,True,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,43.9967,-88.56259999999999
483,Dairyland Village,1300 Oak Street,Oshkosh,Winnebago,WI,53483,(417) 503-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,WI-ALF-40483,Wisconsin Department of Health Services,2024-06-04,78,True,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.006699999999995,-88.5526
484,Wisconsin Rapids Manor,1400 Maple Avenue,Oshkosh,Winnebago,WI,53484,(418) 504-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,WI-ALF-40484,Wisconsin Department of Health Services,2024-07-05,79,False,True,True,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.0167,-88.5426
485,Great Lakes Commons,1500 Pine Street,Oshkosh,Winnebago,WI,53485,(419) 505-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,WI-ALF-40485,Wisconsin Department of Health Services,2024-08-06,80,False,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.0267,-88.53259999999999
486,Timber Ridge Care,1600 Cedar Avenue,Oshkosh,Winnebago,WI,53486,(420) 506-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,WI-ALF-40486,Wisconsin Department of Health Services,2024-09-07,81,True,True,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.036699999999996,-88.5226
487,Prairie Creek Manor,1700 First Street,Oshkosh,Winnebago,WI,53487,(421) 507-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,WI-ALF-40487,Wisconsin Department of Health Services,2024-10-08,82,False,False,False,https://www.winnebago-senior-living.com,Active,Wisconsin Department of Health Services,2025-07-17,44.0467,-88.51259999999999
