name,address,city,state,zipCode,county,phone,email,website,description,careTypes,amenities,services,latitude,longitude,licenseNumber,facilityType,discoverySource,discoveryDate,isVerified,subscriptionTier,billingStatus,monthlyRate,hasWaitlist,acceptsMedicaid,lastUpdated
Hills Memory Care,100 Main St,Homestead,FL,33356,Miami-Dade,(407) 617-3072,info@hillsmemorycarefl.com,www.hillsmemorycarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.06,-81.46000000000001,FL-MIA-1237,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275036,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.275038
Homestead Cove Assisted Living,200 Ocean Ave,Homestead,FL,33357,Miami-Dade,(407) 628-3109,info@homesteadcoveassistedlivingfl.com,www.homesteadcoveassistedlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.07,-81.47,FL-MIA-1238,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275043,False,Basic,active,"$7,699/month",False,True,2025-07-22T08:57:20.275045
Estates of Homestead,300 Pine St,Homestead,FL,33358,Miami-Dade,(407) 639-3146,info@estatesofhomesteadfl.com,www.estatesofhomesteadfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.08,-81.48,FL-MIA-1239,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275050,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275052
Springs Care Center,500 Oak Dr,Homestead,FL,33359,Miami-Dade,(407) 650-3183,info@springscarecenterfl.com,www.springscarecenterfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.09,-81.49000000000001,FL-MIA-1240,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275058,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275060
Hialeah Gardens Senior Living,100 Main St,Hialeah,FL,33400,Miami-Dade,(813) 500-1000,info@hialeahgardensseniorlivingfl.com,www.hialeahgardensseniorlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.0,-81.2,FL-MIA-1241,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275066,False,Basic,active,"$4,900/month",True,True,2025-07-22T08:57:20.275071
Hills of Hialeah,200 Ocean Ave,Hialeah,FL,33401,Miami-Dade,(813) 511-1037,info@hillsofhialeahfl.com,www.hillsofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.01,-81.21000000000001,FL-MIA-1242,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275077,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.275079
Point Senior Village,300 Pine St,Hialeah,FL,33402,Miami-Dade,(813) 522-1074,info@pointseniorvillagefl.com,www.pointseniorvillagefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.02,-81.22,FL-MIA-1243,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275086,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275088
Hialeah Estates Retirement Community,500 Oak Dr,Hialeah,FL,33403,Miami-Dade,(813) 533-1111,info@hialeahestatesretirementcommunityfl.com,www.hialeahestatesretirementcommunityfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.03,-81.23,FL-MIA-1244,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275094,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.275096
Springs of Hialeah,750 Sunset Blvd,Hialeah,FL,33404,Miami-Dade,(813) 544-1148,info@springsofhialeahfl.com,www.springsofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.04,-81.24000000000001,FL-MIA-1245,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275101,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.275103
Grove Adult Living,1000 Palm Way,Hialeah,FL,33405,Miami-Dade,(813) 555-1185,info@groveadultlivingfl.com,www.groveadultlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.05,-81.25,FL-MIA-1246,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275108,False,Basic,active,"$7,699/month",True,False,2025-07-22T08:57:20.275110
Hialeah Hills Residential Care,1250 Beach Rd,Hialeah,FL,33406,Miami-Dade,(813) 566-1222,info@hialeahhillsresidentialcarefl.com,www.hialeahhillsresidentialcarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.06,-81.26,FL-MIA-1247,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275115,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.275119
Point of Hialeah,1500 Park Ave,Hialeah,FL,33407,Miami-Dade,(813) 577-1259,info@pointofhialeahfl.com,www.pointofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.07,-81.27,FL-MIA-1248,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275124,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275126
Harbor Memory Care,100 Main St,Hialeah,FL,33408,Miami-Dade,(813) 588-1296,info@harbormemorycarefl.com,www.harbormemorycarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.08,-81.28,FL-MIA-1249,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275132,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.275134
Hialeah Springs Assisted Living,200 Ocean Ave,Hialeah,FL,33409,Miami-Dade,(813) 599-1333,info@hialeahspringsassistedlivingfl.com,www.hialeahspringsassistedlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.09,-81.29,FL-MIA-1250,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275139,False,Basic,active,"$7,699/month",False,True,2025-07-22T08:57:20.275141
Grove of Hialeah,300 Pine St,Hialeah,FL,33410,Miami-Dade,(813) 610-1370,info@groveofhialeahfl.com,www.groveofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.1,-81.3,FL-MIA-1251,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275146,False,Basic,active,"$6,300/month",True,False,2025-07-22T08:57:20.275148
Manor Care Center,500 Oak Dr,Hialeah,FL,33411,Miami-Dade,(813) 621-1407,info@manorcarecenterfl.com,www.manorcarecenterfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.11,-81.31,FL-MIA-1252,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275153,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275155
Hialeah Point Senior Village,750 Sunset Blvd,Hialeah,FL,33412,Miami-Dade,(813) 632-1444,info@hialeahpointseniorvillagefl.com,www.hialeahpointseniorvillagefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.12,-81.32000000000001,FL-MIA-1253,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275162,False,Basic,active,"$4,900/month",False,True,2025-07-22T08:57:20.275164
Harbor of Hialeah,1000 Palm Way,Hialeah,FL,33413,Miami-Dade,(813) 643-1481,info@harborofhialeahfl.com,www.harborofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.13,-81.33,FL-MIA-1254,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275171,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.275173
Place Senior Living,1250 Beach Rd,Hialeah,FL,33414,Miami-Dade,(813) 654-1518,info@placeseniorlivingfl.com,www.placeseniorlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.14,-81.34,FL-MIA-1255,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275178,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275181
Hialeah Grove Adult Living,1500 Park Ave,Hialeah,FL,33415,Miami-Dade,(813) 665-1555,info@hialeahgroveadultlivingfl.com,www.hialeahgroveadultlivingfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.15,-81.35000000000001,FL-MIA-1256,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275187,False,Basic,active,"$6,300/month",True,True,2025-07-22T08:57:20.275190
Manor of Hialeah,100 Main St,Hialeah,FL,33416,Miami-Dade,(813) 676-1592,info@manorofhialeahfl.com,www.manorofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.16,-81.36,FL-MIA-1257,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275195,False,Basic,active,"$4,900/month",False,False,2025-07-22T08:57:20.275197
Oaks Retirement Community,200 Ocean Ave,Hialeah,FL,33417,Miami-Dade,(813) 687-1629,info@oaksretirementcommunityfl.com,www.oaksretirementcommunityfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Skilled Nursing', 'Rehabilitation']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.17,-81.37,FL-MIA-1258,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275203,False,Basic,active,"$7,699/month",False,False,2025-07-22T08:57:20.275205
Hialeah Harbor Memory Care,300 Pine St,Hialeah,FL,33418,Miami-Dade,(813) 698-1666,info@hialeahharbormemorycarefl.com,www.hialeahharbormemorycarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Memory Care', 'Assisted Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.18,-81.38000000000001,FL-MIA-1259,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275235,False,Basic,active,"$6,300/month",False,True,2025-07-22T08:57:20.275238
Place of Hialeah,500 Oak Dr,Hialeah,FL,33419,Miami-Dade,(813) 709-1703,info@placeofhialeahfl.com,www.placeofhialeahfl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Independent Living', 'Assisted Living', 'Memory Care']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.19,-81.39,FL-MIA-1260,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275244,False,Basic,active,"$6,300/month",False,False,2025-07-22T08:57:20.275246
Shores Residential Care,750 Sunset Blvd,Hialeah,FL,33420,Miami-Dade,(813) 720-1740,info@shoresresidentialcarefl.com,www.shoresresidentialcarefl.com,"Licensed senior living facility serving Miami-Dade County, Florida","['Assisted Living', 'Independent Living']","['Dining Services', 'Activity Programs', 'Transportation', 'Housekeeping', 'Maintenance', 'Security']","['Medication Management', 'Personal Care', 'Social Activities', 'Meal Services', 'Laundry Services']",28.2,-81.4,FL-MIA-1261,Senior Living,Florida Miami-Dade County Research,2025-07-22T08:57:20.275251,False,Basic,active,"$4,900/month",True,False,2025-07-22T08:57:20.275253
