id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Colonial Manor,1000 Main Street,Accomack,Accomack,VA,22001,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70001,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.accomack-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
278,Virginia Heritage Care,1300 Commonwealth Boulevard,King and Queen,King and Queen,VA,22278,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70278,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.kingandqueen-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
279,Potomac River Manor,1400 Jefferson Street,King and Queen,King and Queen,VA,22279,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70279,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.kingandqueen-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
280,Colonial Manor,1000 Main Street,King George,King George,VA,22280,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70280,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.kinggeorge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
281,Commonwealth Commons,1100 Virginia Avenue,King George,King George,VA,22281,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70281,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.kinggeorge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
282,Old Dominion Village,1200 Colonial Drive,King George,King George,VA,22282,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70282,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.kinggeorge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
283,Virginia Heritage Care,1300 Commonwealth Boulevard,King George,King George,VA,22283,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70283,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.kinggeorge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
284,Potomac River Manor,1400 Jefferson Street,King George,King George,VA,22284,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70284,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.kinggeorge-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
285,Colonial Manor,1000 Main Street,King William,King William,VA,22285,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70285,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.kingwilliam-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
286,Commonwealth Commons,1100 Virginia Avenue,King William,King William,VA,22286,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70286,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.kingwilliam-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
287,Old Dominion Village,1200 Colonial Drive,King William,King William,VA,22287,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70287,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.kingwilliam-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
288,Virginia Heritage Care,1300 Commonwealth Boulevard,King William,King William,VA,22288,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70288,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.kingwilliam-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
289,Potomac River Manor,1400 Jefferson Street,King William,King William,VA,22289,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70289,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.kingwilliam-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
290,Colonial Manor,1000 Main Street,Lancaster,Lancaster,VA,22290,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70290,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.lancaster-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
291,Commonwealth Commons,1100 Virginia Avenue,Lancaster,Lancaster,VA,22291,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70291,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.lancaster-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
292,Old Dominion Village,1200 Colonial Drive,Lancaster,Lancaster,VA,22292,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70292,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.lancaster-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
293,Virginia Heritage Care,1300 Commonwealth Boulevard,Lancaster,Lancaster,VA,22293,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70293,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.lancaster-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
294,Potomac River Manor,1400 Jefferson Street,Lancaster,Lancaster,VA,22294,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70294,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.lancaster-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
295,Colonial Manor,1000 Main Street,Jonesville,Lee,VA,22295,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70295,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.lee-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
296,Commonwealth Commons,1100 Virginia Avenue,Jonesville,Lee,VA,22296,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70296,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.lee-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
297,Old Dominion Village,1200 Colonial Drive,Jonesville,Lee,VA,22297,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70297,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.lee-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
298,Virginia Heritage Care,1300 Commonwealth Boulevard,Jonesville,Lee,VA,22298,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70298,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.lee-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
299,Potomac River Manor,1400 Jefferson Street,Jonesville,Lee,VA,22299,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70299,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.lee-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
300,Colonial Manor,1000 Main Street,Leesburg,Loudoun,VA,22300,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70300,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.9958,-77.6079
301,Commonwealth Commons,1100 Virginia Avenue,Leesburg,Loudoun,VA,22301,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70301,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0058,-77.5979
302,Old Dominion Village,1200 Colonial Drive,Leesburg,Loudoun,VA,22302,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70302,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0158,-77.58789999999999
303,Virginia Heritage Care,1300 Commonwealth Boulevard,Leesburg,Loudoun,VA,22303,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70303,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0258,-77.5779
304,Potomac River Manor,1400 Jefferson Street,Leesburg,Loudoun,VA,22304,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70304,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0358,-77.5679
305,Shenandoah Valley Village,1500 Washington Avenue,Leesburg,Loudoun,VA,22305,(708) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,40,VA-ALF-70305,Virginia Department of Health,2024-08-06,80,False,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0458,-77.55789999999999
306,Blue Ridge Commons,1600 Madison Street,Leesburg,Loudoun,VA,22306,(709) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,41,VA-ALF-70306,Virginia Department of Health,2024-09-07,81,True,True,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0558,-77.5479
307,Chesapeake Bay Manor,1700 Monroe Drive,Leesburg,Loudoun,VA,22307,(710) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,42,VA-ALF-70307,Virginia Department of Health,2024-10-08,82,False,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0658,-77.5379
308,James River Village,1800 Old Dominion Avenue,Leesburg,Loudoun,VA,22308,(711) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,43,VA-ALF-70308,Virginia Department of Health,2024-11-09,83,False,True,True,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0758,-77.6079
309,Rappahannock Commons,1900 Liberty Street,Leesburg,Loudoun,VA,22309,(712) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,44,VA-ALF-70309,Virginia Department of Health,2024-03-10,84,True,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0858,-77.5979
310,Tidewater Manor,2000 Independence Boulevard,Leesburg,Loudoun,VA,22310,(713) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,45,VA-ALF-70310,Virginia Department of Health,2024-04-11,85,False,True,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,38.9958,-77.58789999999999
311,Piedmont Village,2100 Constitution Avenue,Leesburg,Loudoun,VA,22311,(714) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,46,VA-ALF-70311,Virginia Department of Health,2024-05-12,86,False,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0058,-77.5779
312,Northern Virginia Commons,2200 Heritage Drive,Leesburg,Loudoun,VA,22312,(715) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,47,VA-ALF-70312,Virginia Department of Health,2024-06-13,87,True,True,True,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0158,-77.5679
313,Richmond Metro Manor,2300 Patriot Street,Leesburg,Loudoun,VA,22313,(716) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,48,VA-ALF-70313,Virginia Department of Health,2024-07-14,88,False,False,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0258,-77.55789999999999
314,Hampton Roads Village,2400 Colonial Avenue,Leesburg,Loudoun,VA,22314,(717) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,49,VA-ALF-70314,Virginia Department of Health,2024-08-15,89,False,True,False,https://www.loudoun-senior-living.com,Active,Virginia Department of Health,2025-07-17,39.0358,-77.5479
315,Colonial Manor,1000 Main Street,Louisa,Louisa,VA,22315,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70315,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.louisa-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
316,Commonwealth Commons,1100 Virginia Avenue,Louisa,Louisa,VA,22316,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70316,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.louisa-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
317,Old Dominion Village,1200 Colonial Drive,Louisa,Louisa,VA,22317,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70317,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.louisa-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
318,Virginia Heritage Care,1300 Commonwealth Boulevard,Louisa,Louisa,VA,22318,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70318,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.louisa-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
319,Potomac River Manor,1400 Jefferson Street,Louisa,Louisa,VA,22319,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70319,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.louisa-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
320,Colonial Manor,1000 Main Street,Lunenburg,Lunenburg,VA,22320,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70320,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.lunenburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
321,Commonwealth Commons,1100 Virginia Avenue,Lunenburg,Lunenburg,VA,22321,(704) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,36,VA-ALF-70321,Virginia Department of Health,2024-04-02,76,False,False,False,https://www.lunenburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5007,-77.46600000000001
322,Old Dominion Village,1200 Colonial Drive,Lunenburg,Lunenburg,VA,22322,(705) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,37,VA-ALF-70322,Virginia Department of Health,2024-05-03,77,False,True,False,https://www.lunenburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5107,-77.456
323,Virginia Heritage Care,1300 Commonwealth Boulevard,Lunenburg,Lunenburg,VA,22323,(706) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,38,VA-ALF-70323,Virginia Department of Health,2024-06-04,78,True,False,False,https://www.lunenburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5207,-77.44600000000001
324,Potomac River Manor,1400 Jefferson Street,Lunenburg,Lunenburg,VA,22324,(707) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,39,VA-ALF-70324,Virginia Department of Health,2024-07-05,79,False,True,True,https://www.lunenburg-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.5307,-77.436
325,Colonial Manor,1000 Main Street,Madison,Madison,VA,22325,(703) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,35,VA-ALF-70325,Virginia Department of Health,2024-03-01,75,True,True,True,https://www.madison-senior-living.com,Active,Virginia Department of Health,2025-07-17,37.490700000000004,-77.47600000000001
