provider_name,facility_type,address,city,state,phone,license_number,license_status,ownership_type,services,care_category,county,source_url,scraped_date
Baylor Residential Care,Senior Living Community,1775 Gulf Freeway Avenue,Sunset Valley,TX,(972) 291-2618,ALF22673,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.990976
Methodist Senior Campus,Senior Living Community,2597 Highland Drive,Pflugerville,TX,(903) 977-1410,LTC84980,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991027
Houston Methodist Bell Community Living,Residential Care Facility,5209 San Antonio Avenue,Pflugerville,TX,(254) 755-9868,LTC59288,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991047
Estate Nueces Senior Services,Senior Living Community,1331 Richmond Court,Rollingwood,TX,(817) 556-3341,RC91400,Active - Good Standing,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991063
Villa Residential Care,Assisted Living and Memory Care,8899 Eastex Freeway Street,Austin,TX,(956) 889-9748,RC19143,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991076
Magnolia Assisted Living Center,Senior Living Community,5532 Park Way,Rollingwood,TX,(325) 441-1362,ALF31256,Active - Good Standing,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991089
Golden Hidalgo Assisted Living Center,Assisted Living and Memory Care,1239 Washington Lane,Sunset Valley,TX,(254) 468-2711,ASL13822,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991103
Commons Residential Care,Senior Living Community,9232 Mockingbird Street,Bee Cave,TX,(432) 426-2240,ASL33979,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991116
North Texas Senior Housing,Assisted Living Facility,3716 Main Drive,West Lake Hills,TX,(832) 380-9667,LTC23849,Active - Good Standing,Private,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991129
North Texas McLennan Senior Housing,Assisted Living Facility,7171 San Antonio Way,Sunset Valley,TX,(817) 560-9741,ALF46489,Active - Good Standing,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991158
Texas Health Community Living,Assisted Living Facility,9683 Eastex Freeway Road,Austin,TX,(817) 476-3136,ALF47598,Active - Good Standing,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991177
Terrace Residential Care,Assisted Living Center,5912 Southwest Freeway Boulevard,Austin,TX,(903) 956-2003,RC79249,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991190
Magnolia Residential Care,Assisted Living and Memory Care,7476 Park Lane,Del Valle,TX,(254) 343-3144,LTC52874,Active,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991203
Belmont Village Senior Community,Senior Living Community,3603 Bellaire Avenue,Lakeway,TX,(979) 638-9622,ALF64837,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991216
Sunrise Bell Senior Living,Residential Care Facility,2905 Loop Lane,Jonestown,TX,(806) 213-4800,LTC77850,Active,Private,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991273
Emeritus Senior Care,Residential Care Facility,5704 Elm Road,West Lake Hills,TX,(361) 704-4703,RC56822,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991290
Gardens Travis Senior Housing,Senior Living Community,6339 Katy Freeway Way,Pflugerville,TX,(512) 588-9020,RC57769,Active - Good Standing,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991305
Cedar Care Services,Assisted Living Center,2077 Richmond Way,Austin,TX,(903) 888-6640,ALF37466,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991323
Medical Center Senior Campus,Senior Living Community,2547 Lincoln Road,Bee Cave,TX,(409) 454-5915,ASL38399,Active - Good Standing,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991336
Mesquite Health Services,Residential Care Facility,9496 Eastex Freeway Street,Jonestown,TX,(979) 218-4647,ASL88993,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991349
South Texas Assisted Living Facility,Assisted Living and Memory Care,6569 Preston Court,West Lake Hills,TX,(409) 946-1710,LTC83687,Licensed,Corporate,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991365
Belmont Village Community Living,Assisted Living Center,2273 University Way,Manor,TX,(281) 649-2110,ALF83010,Licensed,Corporate,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991378
Ascension McLennan Community Living,Assisted Living and Memory Care,1482 Loop Avenue,Austin,TX,(830) 661-4195,ALF35502,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991393
Maple Senior Village,Assisted Living Facility,8833 University Avenue,Manor,TX,(832) 558-6713,ALF45827,Licensed,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991407
Sunrise Senior Village,Assisted Living and Memory Care,8845 University Boulevard,Manor,TX,(806) 304-5042,ALF37757,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991420
Sunset Care Services,Residential Care Facility,1934 Washington Avenue,Sunset Valley,TX,(361) 356-8258,ASL99590,Licensed,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991434
Cedar Assisted Living,Assisted Living and Memory Care,2924 Southwest Freeway Boulevard,Jonestown,TX,(979) 894-4360,RC83245,Licensed,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991448
Legacy Assisted Living,Assisted Living and Memory Care,8942 Skillman Road,West Lake Hills,TX,(214) 201-7661,ALF89991,Licensed,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991462
Golden Senior Village,Assisted Living Center,9033 Houston Avenue,Lakeway,TX,(832) 238-5750,RC83745,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991475
Commons Care Center,Residential Care Facility,6285 Washington Street,Manor,TX,(469) 783-3534,ALF76010,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991489
Oak Webb Senior Village,Assisted Living Center,9175 Austin Place,Jonestown,TX,(903) 381-1217,ALF28658,Active,Private,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991526
Regional Senior Housing,Assisted Living Center,769 Park Lane,Sunset Valley,TX,(903) 715-6908,LTC85863,Active - Good Standing,Family-Owned,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991541
Methodist Assisted Living,Residential Care Facility,1583 Oak Place,Sunset Valley,TX,(940) 798-2128,RC17082,Active,Corporate,"Assisted Living, Memory Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991555
Sunset Care Services,Senior Living Community,2609 Lovers Avenue,Jonestown,TX,(346) 326-2089,RC81642,Active,Family-Owned,"Assisted Living, Respite Care",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991568
Legacy El Paso Assisted Living Facility,Residential Care Facility,5136 Katy Freeway Place,Del Valle,TX,(682) 597-6205,LTC85382,Licensed,Private,"Assisted Living, Independent Living",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991583
Hill Country Bell Independent Living,Senior Living Community,8999 Richmond Avenue,Sunset Valley,TX,(945) 271-6969,RC50932,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Travis,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991603
Elm Tarrant Senior Community,Assisted Living Center,2874 Austin Lane,Frisco,TX,(956) 586-9467,RC96306,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991622
West Texas Harris Assisted Living,Residential Care Facility,8265 Eastex Freeway Boulevard,McKinney,TX,(903) 456-1882,LTC45848,Active - Good Standing,Corporate,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991640
Estate Travis Independent Living,Assisted Living Facility,9737 Preston Way,Prosper,TX,(281) 959-6432,ALF81775,Active - Good Standing,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991655
Texas Senior Housing,Assisted Living and Memory Care,8197 Montrose Way,Murphy,TX,(210) 532-1655,RC80188,Licensed,Corporate,"Assisted Living, Memory Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991668
North Texas Assisted Living,Assisted Living Center,3610 Katy Freeway Drive,Celina,TX,(346) 965-5123,ALF51818,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991709
Hill Country Denton Assisted Living,Senior Living Community,3805 Elm Avenue,Allen,TX,(214) 785-3999,RC87639,Active - Good Standing,Private,"Assisted Living, Rehabilitation Services",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991724
Sunrise Senior Community,Senior Living Community,4992 Greenville Drive,Wylie,TX,(945) 543-7026,ASL90707,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991739
Terrace Jefferson Assisted Living Center,Assisted Living Facility,623 San Antonio Place,Anna,TX,(940) 228-3048,LTC27076,Active - Good Standing,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991753
Manor Assisted Living,Residential Care Facility,6030 Pine Court,Wylie,TX,(361) 610-4350,RC70711,Active - Good Standing,Corporate,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991767
Pecan Assisted Care,Assisted Living and Memory Care,6641 Katy Freeway Avenue,Anna,TX,(214) 365-8208,RC23781,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991780
Pine Care Center,Assisted Living Facility,4742 San Antonio Drive,Celina,TX,(979) 287-6680,LTC42534,Licensed,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991793
Place Independent Living,Assisted Living Center,8794 Westheimer Court,Prosper,TX,(469) 715-3199,RC51302,Licensed,Private,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991806
Hill Country Care Center,Assisted Living Center,4481 Washington Place,Murphy,TX,(713) 273-5902,RC56459,Active,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991818
Pine Senior Campus,Assisted Living Center,9357 Maple Road,McKinney,TX,(832) 227-3184,RC59721,Active,Corporate,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991833
Silver Assisted Care,Assisted Living and Memory Care,2535 Southwest Freeway Drive,Wylie,TX,(682) 732-2290,ALF93834,Licensed,Private,"Assisted Living, Memory Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991852
Christus Senior Services,Residential Care Facility,2441 Richmond Boulevard,Plano,TX,(817) 866-2090,ALF65487,Active,Non-Profit,"Assisted Living, Memory Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991866
South Texas Fort Bend Senior Village,Assisted Living Center,3671 Dallas Drive,Princeton,TX,(281) 997-4593,RC23452,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991881
Christus Independent Living,Assisted Living Center,4074 Main Way,Anna,TX,(432) 729-6247,RC28675,Active,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991895
Belmont Village Hidalgo Senior Village,Assisted Living and Memory Care,5084 Lincoln Place,Frisco,TX,(972) 633-3986,ASL80518,Licensed,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991909
Gulf Coast Care Community,Assisted Living Facility,6078 Katy Freeway Court,Allen,TX,(737) 794-9396,RC17003,Active,Family-Owned,"Assisted Living, Rehabilitation Services",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991925
Emeritus Community Living,Assisted Living Center,4756 Dallas Avenue,Prosper,TX,(214) 869-8964,RC85632,Active,Family-Owned,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991938
Community Senior Housing,Assisted Living and Memory Care,4603 River Oaks Drive,Wylie,TX,(682) 478-9164,ALF80556,Licensed,Private,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991954
Heritage El Paso Care Community,Assisted Living Facility,7455 Elm Boulevard,Princeton,TX,(956) 282-8308,LTC60847,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991969
Legacy Bell Care Community,Assisted Living and Memory Care,176 Elm Lane,Plano,TX,(210) 894-6811,ASL24227,Active - Good Standing,Private,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.991984
Gardens El Paso Independent Living,Senior Living Community,6717 Loop Place,Frisco,TX,(409) 378-7762,ALF35170,Active - Good Standing,Non-Profit,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992001
Emeritus McLennan Health Services,Assisted Living and Memory Care,4491 Main Place,Plano,TX,(956) 792-7688,ASL94494,Licensed,Non-Profit,"Assisted Living, Rehabilitation Services",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992016
Cypress Assisted Care,Assisted Living and Memory Care,3966 Skillman Street,Princeton,TX,(832) 638-5011,ASL29983,Licensed,Non-Profit,"Memory Care, Skilled Nursing",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992029
Texas Health Senior Community,Senior Living Community,1626 Park Road,Plano,TX,(361) 896-1345,LTC41098,Active,Corporate,"Assisted Living, Respite Care",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992042
Willow El Paso Residential Care,Residential Care Facility,8244 Austin Road,Murphy,TX,(956) 709-9745,ASL58540,Licensed,Family-Owned,"Assisted Living, Independent Living",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992056
Christus El Paso Residential Care,Assisted Living and Memory Care,3956 Fannin Avenue,Princeton,TX,(903) 267-8996,LTC83229,Active - Good Standing,Corporate,"Assisted Living, Rehabilitation Services",Assisted Living,Collin,https://txhhs.my.site.com/TULIP/s/ltc-provider-search,2025-07-10T07:22:13.992073
