id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Gateway Manor,1000 Main Street,Kirksville,Adair,MO,63001,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60001,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.adair-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.139700000000005,-92.62960000000001
221,Ozark Commons,1200 Gateway Boulevard,Maysville,DeKalb,MO,63221,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60221,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.dekalb-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7714,-94.4249
222,Missouri River Village,1300 Show-Me Drive,Maysville,DeKalb,MO,63222,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60222,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.dekalb-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7814,-94.4149
223,Kansas City Commons,1400 Ozark Street,Maysville,DeKalb,MO,63223,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60223,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.dekalb-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.7914,-94.4049
224,St. Louis Manor,1500 Kansas City Avenue,Maysville,DeKalb,MO,63224,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60224,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.dekalb-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,39.8014,-94.39489999999999
225,Gateway Manor,1000 Main Street,Salem,Dent,MO,63225,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60225,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6764,-91.5754
226,Show-Me Village,1100 Missouri Avenue,Salem,Dent,MO,63226,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60226,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6864,-91.5654
227,Ozark Commons,1200 Gateway Boulevard,Salem,Dent,MO,63227,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60227,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.6964,-91.55539999999999
228,Missouri River Village,1300 Show-Me Drive,Salem,Dent,MO,63228,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60228,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.706399999999995,-91.5454
229,Kansas City Commons,1400 Ozark Street,Salem,Dent,MO,63229,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60229,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7164,-91.5354
230,St. Louis Manor,1500 Kansas City Avenue,Salem,Dent,MO,63230,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60230,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.dent-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,37.7264,-91.52539999999999
231,Gateway Manor,1000 Main Street,Ava,Douglas,MO,63231,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60231,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9264,-92.47540000000001
232,Show-Me Village,1100 Missouri Avenue,Ava,Douglas,MO,63232,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60232,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9364,-92.4654
233,Ozark Commons,1200 Gateway Boulevard,Ava,Douglas,MO,63233,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60233,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9464,-92.4554
234,Missouri River Village,1300 Show-Me Drive,Ava,Douglas,MO,63234,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60234,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.956399999999995,-92.4454
235,Kansas City Commons,1400 Ozark Street,Ava,Douglas,MO,63235,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60235,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9664,-92.4354
236,St. Louis Manor,1500 Kansas City Avenue,Ava,Douglas,MO,63236,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60236,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.douglas-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.9764,-92.4254
237,Gateway Manor,1000 Main Street,Kennett,Dunklin,MO,63237,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60237,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1764,-90.0754
238,Show-Me Village,1100 Missouri Avenue,Kennett,Dunklin,MO,63238,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60238,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1864,-90.0654
239,Ozark Commons,1200 Gateway Boulevard,Kennett,Dunklin,MO,63239,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60239,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.1964,-90.05539999999999
240,Missouri River Village,1300 Show-Me Drive,Kennett,Dunklin,MO,63240,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60240,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.206399999999995,-90.0454
241,Kansas City Commons,1400 Ozark Street,Kennett,Dunklin,MO,63241,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60241,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.2164,-90.0354
242,St. Louis Manor,1500 Kansas City Avenue,Kennett,Dunklin,MO,63242,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60242,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.dunklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,36.2264,-90.02539999999999
243,Gateway Manor,1000 Main Street,Union,Franklin,MO,63243,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60243,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.388600000000004,-91.0338
244,Show-Me Village,1100 Missouri Avenue,Union,Franklin,MO,63244,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60244,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.3986,-91.0238
245,Ozark Commons,1200 Gateway Boulevard,Union,Franklin,MO,63245,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60245,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4086,-91.01379999999999
246,Missouri River Village,1300 Show-Me Drive,Union,Franklin,MO,63246,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60246,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4186,-91.0038
247,Kansas City Commons,1400 Ozark Street,Union,Franklin,MO,63247,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60247,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4286,-90.9938
248,St. Louis Manor,1500 Kansas City Avenue,Union,Franklin,MO,63248,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60248,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4386,-90.98379999999999
249,Springfield Village,1600 St. Louis Boulevard,Union,Franklin,MO,63249,(320) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,46,MO-ALF-60249,Missouri Department of Health and Senior Services,2024-09-07,81,True,True,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4486,-90.9738
250,Columbia Commons,1700 Springfield Drive,Union,Franklin,MO,63250,(321) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,47,MO-ALF-60250,Missouri Department of Health and Senior Services,2024-10-08,82,False,False,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.458600000000004,-90.96379999999999
251,Independence Manor,1800 Independence Street,Union,Franklin,MO,63251,(322) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,48,MO-ALF-60251,Missouri Department of Health and Senior Services,2024-11-09,83,False,True,True,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4686,-91.0338
252,Lee's Summit Village,1900 Liberty Avenue,Union,Franklin,MO,63252,(323) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,49,MO-ALF-60252,Missouri Department of Health and Senior Services,2024-03-10,84,True,False,False,https://www.franklin-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.4786,-91.0238
253,Gateway Manor,1000 Main Street,Hermann,Gasconade,MO,63253,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60253,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.6514,-91.47540000000001
254,Show-Me Village,1100 Missouri Avenue,Hermann,Gasconade,MO,63254,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60254,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.6614,-91.4654
255,Ozark Commons,1200 Gateway Boulevard,Hermann,Gasconade,MO,63255,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60255,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.6714,-91.4554
256,Missouri River Village,1300 Show-Me Drive,Hermann,Gasconade,MO,63256,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60256,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.6814,-91.4454
257,Kansas City Commons,1400 Ozark Street,Hermann,Gasconade,MO,63257,(318) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,44,MO-ALF-60257,Missouri Department of Health and Senior Services,2024-07-05,79,False,True,True,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.6914,-91.4354
258,St. Louis Manor,1500 Kansas City Avenue,Hermann,Gasconade,MO,63258,(319) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,45,MO-ALF-60258,Missouri Department of Health and Senior Services,2024-08-06,80,False,False,False,https://www.gasconade-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,38.7014,-91.4254
259,Gateway Manor,1000 Main Street,Albany,Gentry,MO,63259,(314) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,40,MO-ALF-60259,Missouri Department of Health and Senior Services,2024-03-01,75,True,True,True,https://www.gentry-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.1764,-94.4449
260,Show-Me Village,1100 Missouri Avenue,Albany,Gentry,MO,63260,(315) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,41,MO-ALF-60260,Missouri Department of Health and Senior Services,2024-04-02,76,False,False,False,https://www.gentry-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.1864,-94.4349
261,Ozark Commons,1200 Gateway Boulevard,Albany,Gentry,MO,63261,(316) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,42,MO-ALF-60261,Missouri Department of Health and Senior Services,2024-05-03,77,False,True,False,https://www.gentry-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.1964,-94.4249
262,Missouri River Village,1300 Show-Me Drive,Albany,Gentry,MO,63262,(317) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,43,MO-ALF-60262,Missouri Department of Health and Senior Services,2024-06-04,78,True,False,False,https://www.gentry-senior-living.com,Active,Missouri Department of Health and Senior Services,2025-07-17,40.206399999999995,-94.4149
