id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Great Lakes Manor,1000 Main Street,Harrisville,Alcona,MI,48001,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30001,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.alcona-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
223,Great Lakes Manor,1000 Main Street,Crystal Falls,Iron,MI,48223,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30223,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
224,Lakeside Living,1100 State Street,Crystal Falls,Iron,MI,48224,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30224,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
225,Pine Ridge,1200 Michigan Avenue,Crystal Falls,Iron,MI,48225,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30225,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
226,Maple Gardens,1300 Lake Street,Crystal Falls,Iron,MI,48226,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30226,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
227,Heartland Manor,1400 Oak Street,Crystal Falls,Iron,MI,48227,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30227,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
228,Autumn Ridge,1500 Maple Avenue,Crystal Falls,Iron,MI,48228,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30228,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.iron-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
229,Great Lakes Manor,1000 Main Street,Mount Pleasant,Isabella,MI,48229,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30229,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
230,Lakeside Living,1100 State Street,Mount Pleasant,Isabella,MI,48230,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30230,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
231,Pine Ridge,1200 Michigan Avenue,Mount Pleasant,Isabella,MI,48231,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30231,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
232,Maple Gardens,1300 Lake Street,Mount Pleasant,Isabella,MI,48232,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30232,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
233,Heartland Manor,1400 Oak Street,Mount Pleasant,Isabella,MI,48233,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30233,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
234,Autumn Ridge,1500 Maple Avenue,Mount Pleasant,Isabella,MI,48234,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30234,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.isabella-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
235,Great Lakes Manor,1000 Main Street,Jackson,Jackson,MI,48235,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30235,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.1959,-84.44130000000001
236,Lakeside Living,1100 State Street,Jackson,Jackson,MI,48236,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30236,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2059,-84.43130000000001
237,Pine Ridge,1200 Michigan Avenue,Jackson,Jackson,MI,48237,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30237,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2159,-84.4213
238,Maple Gardens,1300 Lake Street,Jackson,Jackson,MI,48238,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30238,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.225899999999996,-84.41130000000001
239,Heartland Manor,1400 Oak Street,Jackson,Jackson,MI,48239,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30239,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2359,-84.4013
240,Autumn Ridge,1500 Maple Avenue,Jackson,Jackson,MI,48240,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30240,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2459,-84.3913
241,Sunrise Manor,1600 Pine Street,Jackson,Jackson,MI,48241,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30241,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2559,-84.38130000000001
242,Riverside Commons,1700 Cedar Avenue,Jackson,Jackson,MI,48242,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30242,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.jackson-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2659,-84.3713
243,Great Lakes Manor,1000 Main Street,Kalamazoo,Kalamazoo,MI,48243,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30243,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2417,-85.6272
244,Lakeside Living,1100 State Street,Kalamazoo,Kalamazoo,MI,48244,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30244,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2517,-85.6172
245,Pine Ridge,1200 Michigan Avenue,Kalamazoo,Kalamazoo,MI,48245,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30245,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2617,-85.60719999999999
246,Maple Gardens,1300 Lake Street,Kalamazoo,Kalamazoo,MI,48246,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30246,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.271699999999996,-85.5972
247,Heartland Manor,1400 Oak Street,Kalamazoo,Kalamazoo,MI,48247,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30247,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2817,-85.5872
248,Autumn Ridge,1500 Maple Avenue,Kalamazoo,Kalamazoo,MI,48248,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30248,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.2917,-85.57719999999999
249,Sunrise Manor,1600 Pine Street,Kalamazoo,Kalamazoo,MI,48249,(319) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,MI-ALF-30249,Michigan Department of Health and Human Services,2024-09-07,76,True,True,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3017,-85.5672
250,Riverside Commons,1700 Cedar Avenue,Kalamazoo,Kalamazoo,MI,48250,(320) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,MI-ALF-30250,Michigan Department of Health and Human Services,2024-10-08,77,False,False,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3117,-85.5572
251,Heritage House,1800 First Street,Kalamazoo,Kalamazoo,MI,48251,(321) 408-1008,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,33,MI-ALF-30251,Michigan Department of Health and Human Services,2024-11-09,78,False,True,True,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3217,-85.6272
252,Sunset Village,1900 Second Street,Kalamazoo,Kalamazoo,MI,48252,(322) 409-1009,Senior Living,Continuing Care; Respite Care; Adult Day Services,34,MI-ALF-30252,Michigan Department of Health and Human Services,2024-03-10,79,True,False,False,https://www.kalamazoo-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.3317,-85.6172
253,Great Lakes Manor,1000 Main Street,Kalkaska,Kalkaska,MI,48253,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30253,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.557300000000005,-84.59530000000001
254,Lakeside Living,1100 State Street,Kalkaska,Kalkaska,MI,48254,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30254,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5673,-84.5853
255,Pine Ridge,1200 Michigan Avenue,Kalkaska,Kalkaska,MI,48255,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30255,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5773,-84.5753
256,Maple Gardens,1300 Lake Street,Kalkaska,Kalkaska,MI,48256,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30256,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.5873,-84.56530000000001
257,Heartland Manor,1400 Oak Street,Kalkaska,Kalkaska,MI,48257,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30257,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.597300000000004,-84.5553
258,Autumn Ridge,1500 Maple Avenue,Kalkaska,Kalkaska,MI,48258,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30258,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.kalkaska-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.6073,-84.5453
259,Great Lakes Manor,1000 Main Street,Grand Rapids,Kent,MI,48259,(313) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,MI-ALF-30259,Michigan Department of Health and Human Services,2024-03-01,70,True,True,True,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9134,-85.7081
260,Lakeside Living,1100 State Street,Grand Rapids,Kent,MI,48260,(314) 401-1001,Senior Living,Adult Foster Care; Skilled Nursing; Rehabilitation,26,MI-ALF-30260,Michigan Department of Health and Human Services,2024-04-02,71,False,False,False,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9234,-85.6981
261,Pine Ridge,1200 Michigan Avenue,Grand Rapids,Kent,MI,48261,(315) 402-1002,Senior Living,Continuing Care; Respite Care; Adult Day Services,27,MI-ALF-30261,Michigan Department of Health and Human Services,2024-05-03,72,False,True,False,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9334,-85.68809999999999
262,Maple Gardens,1300 Lake Street,Grand Rapids,Kent,MI,48262,(316) 403-1003,Senior Living,Independent Living; Personal Care; Alzheimer's Care,28,MI-ALF-30262,Michigan Department of Health and Human Services,2024-06-04,73,True,False,False,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9434,-85.6781
263,Heartland Manor,1400 Oak Street,Grand Rapids,Kent,MI,48263,(317) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,MI-ALF-30263,Michigan Department of Health and Human Services,2024-07-05,74,False,True,True,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9534,-85.6681
264,Autumn Ridge,1500 Maple Avenue,Grand Rapids,Kent,MI,48264,(318) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,MI-ALF-30264,Michigan Department of Health and Human Services,2024-08-06,75,False,False,False,https://www.kent-senior-living.com,Active,Michigan Department of Health and Human Services,2025-07-17,42.9634,-85.65809999999999
