id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Hoosier Heritage Manor,1000 Main Street,Decatur,Adams,IN,46001,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30001,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
235,Corn Belt Commons,1400 Oak Street,Rensselaer,Jasper,IN,46235,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30235,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.jasper-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
236,Indiana Crossroads,1500 Maple Avenue,Rensselaer,Jasper,IN,46236,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30236,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.jasper-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
237,Hoosier Heritage Manor,1000 Main Street,Portland,Jay,IN,46237,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30237,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
238,Crossroads Commons,1100 State Street,Portland,Jay,IN,46238,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30238,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
239,Wabash Valley Care,1200 Washington Street,Portland,Jay,IN,46239,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30239,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
240,Circle City Manor,1300 Lincoln Avenue,Portland,Jay,IN,46240,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30240,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
241,Corn Belt Commons,1400 Oak Street,Portland,Jay,IN,46241,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30241,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
242,Indiana Crossroads,1500 Maple Avenue,Portland,Jay,IN,46242,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30242,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.jay-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
243,Hoosier Heritage Manor,1000 Main Street,Madison,Jefferson,IN,46243,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30243,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
244,Crossroads Commons,1100 State Street,Madison,Jefferson,IN,46244,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30244,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
245,Wabash Valley Care,1200 Washington Street,Madison,Jefferson,IN,46245,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30245,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
246,Circle City Manor,1300 Lincoln Avenue,Madison,Jefferson,IN,46246,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30246,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
247,Corn Belt Commons,1400 Oak Street,Madison,Jefferson,IN,46247,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30247,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
248,Indiana Crossroads,1500 Maple Avenue,Madison,Jefferson,IN,46248,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30248,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.jefferson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
249,Hoosier Heritage Manor,1000 Main Street,North Vernon,Jennings,IN,46249,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30249,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
250,Crossroads Commons,1100 State Street,North Vernon,Jennings,IN,46250,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30250,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
251,Wabash Valley Care,1200 Washington Street,North Vernon,Jennings,IN,46251,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30251,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
252,Circle City Manor,1300 Lincoln Avenue,North Vernon,Jennings,IN,46252,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30252,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
253,Corn Belt Commons,1400 Oak Street,North Vernon,Jennings,IN,46253,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30253,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
254,Indiana Crossroads,1500 Maple Avenue,North Vernon,Jennings,IN,46254,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30254,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.jennings-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
255,Hoosier Heritage Manor,1000 Main Street,Greenwood,Johnson,IN,46255,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30255,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4317,-86.14330000000001
256,Crossroads Commons,1100 State Street,Greenwood,Johnson,IN,46256,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30256,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4417,-86.1333
257,Wabash Valley Care,1200 Washington Street,Greenwood,Johnson,IN,46257,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30257,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.451699999999995,-86.1233
258,Circle City Manor,1300 Lincoln Avenue,Greenwood,Johnson,IN,46258,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30258,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.46169999999999,-86.11330000000001
259,Corn Belt Commons,1400 Oak Street,Greenwood,Johnson,IN,46259,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30259,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4717,-86.1033
260,Indiana Crossroads,1500 Maple Avenue,Greenwood,Johnson,IN,46260,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30260,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.4817,-86.0933
261,Limestone Ridge,1600 Pine Street,Greenwood,Johnson,IN,46261,(323) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,IN-ALF-30261,Indiana State Department of Health,2024-09-07,81,True,True,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.491699999999994,-86.08330000000001
262,Prairie Creek Manor,1700 Cedar Avenue,Greenwood,Johnson,IN,46262,(324) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,IN-ALF-30262,Indiana State Department of Health,2024-10-08,82,False,False,False,https://www.johnson-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.5017,-86.0733
263,Hoosier Heritage Manor,1000 Main Street,Vincennes,Knox,IN,46263,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30263,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
264,Crossroads Commons,1100 State Street,Vincennes,Knox,IN,46264,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30264,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
265,Wabash Valley Care,1200 Washington Street,Vincennes,Knox,IN,46265,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30265,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
266,Circle City Manor,1300 Lincoln Avenue,Vincennes,Knox,IN,46266,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30266,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
267,Corn Belt Commons,1400 Oak Street,Vincennes,Knox,IN,46267,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30267,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
268,Indiana Crossroads,1500 Maple Avenue,Vincennes,Knox,IN,46268,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30268,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.knox-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
269,Hoosier Heritage Manor,1000 Main Street,Warsaw,Kosciusko,IN,46269,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30269,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
270,Crossroads Commons,1100 State Street,Warsaw,Kosciusko,IN,46270,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30270,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
271,Wabash Valley Care,1200 Washington Street,Warsaw,Kosciusko,IN,46271,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30271,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
272,Circle City Manor,1300 Lincoln Avenue,Warsaw,Kosciusko,IN,46272,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30272,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
273,Corn Belt Commons,1400 Oak Street,Warsaw,Kosciusko,IN,46273,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30273,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
274,Indiana Crossroads,1500 Maple Avenue,Warsaw,Kosciusko,IN,46274,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30274,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.kosciusko-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
275,Hoosier Heritage Manor,1000 Main Street,LaGrange,LaGrange,IN,46275,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30275,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7184,-86.19810000000001
276,Crossroads Commons,1100 State Street,LaGrange,LaGrange,IN,46276,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30276,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7284,-86.1881
277,Wabash Valley Care,1200 Washington Street,LaGrange,LaGrange,IN,46277,(319) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,IN-ALF-30277,Indiana State Department of Health,2024-05-03,77,False,True,False,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7384,-86.1781
278,Circle City Manor,1300 Lincoln Avenue,LaGrange,LaGrange,IN,46278,(320) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,IN-ALF-30278,Indiana State Department of Health,2024-06-04,78,True,False,False,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7484,-86.16810000000001
279,Corn Belt Commons,1400 Oak Street,LaGrange,LaGrange,IN,46279,(321) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,IN-ALF-30279,Indiana State Department of Health,2024-07-05,79,False,True,True,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7584,-86.1581
280,Indiana Crossroads,1500 Maple Avenue,LaGrange,LaGrange,IN,46280,(322) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,IN-ALF-30280,Indiana State Department of Health,2024-08-06,80,False,False,False,https://www.lagrange-senior-living.com,Active,Indiana State Department of Health,2025-07-17,39.7684,-86.1481
281,Hoosier Heritage Manor,1000 Main Street,Gary,Lake,IN,46281,(317) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,IN-ALF-30281,Indiana State Department of Health,2024-03-01,75,True,True,True,https://www.lake-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.4433,-87.41940000000001
282,Crossroads Commons,1100 State Street,Gary,Lake,IN,46282,(318) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,IN-ALF-30282,Indiana State Department of Health,2024-04-02,76,False,False,False,https://www.lake-senior-living.com,Active,Indiana State Department of Health,2025-07-17,41.4533,-87.4094
