id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Sunflower Manor,1000 Main Street,Iola,Allen,KS,66001,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70001,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.allen-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-95.47540000000001
263,Wheat Country Commons,1200 Sunflower Boulevard,Mankato,Jewell,KS,66263,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70263,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.jewell-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7464,-98.2554
264,Jayhawk Village,1300 Prairie Drive,Mankato,Jewell,KS,66264,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70264,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.jewell-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.7564,-98.2454
265,Wichita Commons,1400 Wheat Street,Mankato,Jewell,KS,66265,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70265,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.jewell-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,39.766400000000004,-98.2354
266,Sunflower Manor,1000 Main Street,Olathe,Johnson,KS,66266,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70266,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.784000000000006,-94.93130000000001
267,Prairie Village,1100 Kansas Avenue,Olathe,Johnson,KS,66267,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70267,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.794000000000004,-94.9213
268,Wheat Country Commons,1200 Sunflower Boulevard,Olathe,Johnson,KS,66268,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70268,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.804,-94.9113
269,Jayhawk Village,1300 Prairie Drive,Olathe,Johnson,KS,66269,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70269,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.814,-94.9013
270,Wichita Commons,1400 Wheat Street,Olathe,Johnson,KS,66270,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70270,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.824000000000005,-94.8913
271,Topeka Manor,1500 Jayhawk Avenue,Olathe,Johnson,KS,66271,(321) 205-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,30,KS-ACH-70271,Kansas Department for Aging and Disability Services,2024-08-06,80,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.834,-94.8813
272,Overland Park Village,1600 Wichita Boulevard,Olathe,Johnson,KS,66272,(322) 206-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,31,KS-ACH-70272,Kansas Department for Aging and Disability Services,2024-09-07,81,True,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.844,-94.8713
273,Kansas City Commons,1700 Topeka Drive,Olathe,Johnson,KS,66273,(323) 207-1007,Senior Living,Assisted Living; Memory Care; Independent Living,32,KS-ACH-70273,Kansas Department for Aging and Disability Services,2024-10-08,82,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.854000000000006,-94.8613
274,Lawrence Manor,1800 Overland Park Street,Olathe,Johnson,KS,66274,(324) 208-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,33,KS-ACH-70274,Kansas Department for Aging and Disability Services,2024-11-09,83,False,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.864000000000004,-94.93130000000001
275,Manhattan Village,1900 Kansas City Avenue,Olathe,Johnson,KS,66275,(325) 209-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,34,KS-ACH-70275,Kansas Department for Aging and Disability Services,2024-03-10,84,True,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.874,-94.9213
276,Salina Commons,2000 Lawrence Boulevard,Olathe,Johnson,KS,66276,(326) 210-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,35,KS-ACH-70276,Kansas Department for Aging and Disability Services,2024-04-11,85,False,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.784000000000006,-94.9113
277,Hutchinson Manor,2100 Manhattan Drive,Olathe,Johnson,KS,66277,(327) 211-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,36,KS-ACH-70277,Kansas Department for Aging and Disability Services,2024-05-12,86,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.794000000000004,-94.9013
278,Lenexa Village,2200 Salina Street,Olathe,Johnson,KS,66278,(328) 212-1012,Senior Living,Assisted Living; Personal Care; Hospice Care,37,KS-ACH-70278,Kansas Department for Aging and Disability Services,2024-06-13,87,True,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.804,-94.8913
279,Shawnee Commons,2300 Hutchinson Avenue,Olathe,Johnson,KS,66279,(329) 213-1013,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,38,KS-ACH-70279,Kansas Department for Aging and Disability Services,2024-07-14,88,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.814,-94.8813
280,Olathe Manor,2400 Lenexa Boulevard,Olathe,Johnson,KS,66280,(330) 214-1014,Senior Living,Assisted Living; Memory Care; Independent Living,39,KS-ACH-70280,Kansas Department for Aging and Disability Services,2024-08-15,89,False,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.824000000000005,-94.8713
281,Garden City Village,2500 Shawnee Drive,Olathe,Johnson,KS,66281,(331) 215-1015,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,40,KS-ACH-70281,Kansas Department for Aging and Disability Services,2024-09-16,90,True,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.834,-94.8613
282,Dodge City Commons,2600 Olathe Street,Olathe,Johnson,KS,66282,(332) 216-1016,Senior Living,Continuing Care; Adult Day Services; Personal Care,41,KS-ACH-70282,Kansas Department for Aging and Disability Services,2024-10-17,91,False,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.844,-94.93130000000001
283,Emporia Manor,2700 Garden City Avenue,Olathe,Johnson,KS,66283,(333) 217-1017,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,42,KS-ACH-70283,Kansas Department for Aging and Disability Services,2024-11-18,92,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.854000000000006,-94.9213
284,Hays Village,2800 Dodge City Boulevard,Olathe,Johnson,KS,66284,(334) 218-1018,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,43,KS-ACH-70284,Kansas Department for Aging and Disability Services,2024-03-19,93,True,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.864000000000004,-94.9113
285,Liberal Commons,2900 Emporia Drive,Olathe,Johnson,KS,66285,(335) 219-1019,Senior Living,Assisted Living; Personal Care; Hospice Care,44,KS-ACH-70285,Kansas Department for Aging and Disability Services,2024-04-20,94,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.874,-94.9013
286,Sunflower State Manor,3000 Hays Street,Olathe,Johnson,KS,66286,(336) 220-1020,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,45,KS-ACH-70286,Kansas Department for Aging and Disability Services,2024-05-21,95,False,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.784000000000006,-94.8913
287,Tornado Alley Village,3100 Liberal Avenue,Olathe,Johnson,KS,66287,(337) 221-1021,Senior Living,Assisted Living; Memory Care; Independent Living,46,KS-ACH-70287,Kansas Department for Aging and Disability Services,2024-06-22,96,True,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.794000000000004,-94.8813
288,Great Plains Commons,3200 Sunflower State Boulevard,Olathe,Johnson,KS,66288,(338) 222-1022,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,47,KS-ACH-70288,Kansas Department for Aging and Disability Services,2024-07-23,97,False,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.804,-94.8713
289,Flint Hills Manor,3300 Tornado Alley Drive,Olathe,Johnson,KS,66289,(339) 223-1023,Senior Living,Continuing Care; Adult Day Services; Personal Care,48,KS-ACH-70289,Kansas Department for Aging and Disability Services,2024-08-24,98,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.814,-94.8613
290,Tallgrass Prairie Village,3400 Great Plains Street,Olathe,Johnson,KS,66290,(340) 224-1024,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,49,KS-ACH-70290,Kansas Department for Aging and Disability Services,2024-09-25,99,True,True,True,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.824000000000005,-94.93130000000001
291,Oil Patch Commons,3500 Flint Hills Avenue,Olathe,Johnson,KS,66291,(341) 225-1025,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,50,KS-ACH-70291,Kansas Department for Aging and Disability Services,2024-10-26,75,False,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.834,-94.9213
292,Cattle Country Manor,3600 Tallgrass Prairie Drive,Olathe,Johnson,KS,66292,(342) 226-1026,Senior Living,Assisted Living; Personal Care; Hospice Care,51,KS-ACH-70292,Kansas Department for Aging and Disability Services,2024-11-27,76,False,True,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.844,-94.9113
293,Frontier Village,3700 Oil Patch Street,Olathe,Johnson,KS,66293,(343) 227-1027,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,52,KS-ACH-70293,Kansas Department for Aging and Disability Services,2024-03-28,77,True,False,False,https://www.johnson-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,38.854000000000006,-94.9013
294,Sunflower Manor,1000 Main Street,Lakin,Kearny,KS,66294,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70294,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.kearny-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.876400000000004,-101.37540000000001
295,Prairie Village,1100 Kansas Avenue,Lakin,Kearny,KS,66295,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70295,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.kearny-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8864,-101.36540000000001
296,Wheat Country Commons,1200 Sunflower Boulevard,Lakin,Kearny,KS,66296,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70296,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.kearny-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.8964,-101.3554
297,Jayhawk Village,1300 Prairie Drive,Lakin,Kearny,KS,66297,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70297,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.kearny-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.9064,-101.34540000000001
298,Wichita Commons,1400 Wheat Street,Lakin,Kearny,KS,66298,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70298,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.kearny-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.9164,-101.3354
299,Sunflower Manor,1000 Main Street,Kingman,Kingman,KS,66299,(316) 200-1000,Senior Living,Assisted Living; Memory Care; Independent Living,25,KS-ACH-70299,Kansas Department for Aging and Disability Services,2024-03-01,75,True,True,True,https://www.kingman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5764,-98.17540000000001
300,Prairie Village,1100 Kansas Avenue,Kingman,Kingman,KS,66300,(317) 201-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,26,KS-ACH-70300,Kansas Department for Aging and Disability Services,2024-04-02,76,False,False,False,https://www.kingman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.5864,-98.1654
301,Wheat Country Commons,1200 Sunflower Boulevard,Kingman,Kingman,KS,66301,(318) 202-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,27,KS-ACH-70301,Kansas Department for Aging and Disability Services,2024-05-03,77,False,True,False,https://www.kingman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.596399999999996,-98.1554
302,Jayhawk Village,1300 Prairie Drive,Kingman,Kingman,KS,66302,(319) 203-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,28,KS-ACH-70302,Kansas Department for Aging and Disability Services,2024-06-04,78,True,False,False,https://www.kingman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.606399999999994,-98.14540000000001
303,Wichita Commons,1400 Wheat Street,Kingman,Kingman,KS,66303,(320) 204-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,29,KS-ACH-70303,Kansas Department for Aging and Disability Services,2024-07-05,79,False,True,True,https://www.kingman-senior-living.com,Active,Kansas Department for Aging and Disability Services,2025-07-17,37.6164,-98.1354
