id,name,address,city,county,state,zip,phone,facilityType,careTypes,capacity,licenseNumber,licensingAgency,lastInspectionDate,inspectionScore,acceptsMedicaid,acceptsMedicare,acceptsVeteransBenefits,website,operatingStatus,dataSource,lastUpdated,latitude,longitude
1,Buckeye Manor,1000 Main Street,West Union,Adams,OH,43001,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40001,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.adams-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
235,Heartland Commons,1100 State Street,Gallipolis,Gallia,OH,43235,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40235,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
236,Ohio Valley Care,1200 High Street,Gallipolis,Gallia,OH,43236,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40236,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
237,River View Manor,1300 Broad Street,Gallipolis,Gallia,OH,43237,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40237,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
238,Prairie Village,1400 Oak Street,Gallipolis,Gallia,OH,43238,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40238,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
239,Heritage House,1500 Maple Avenue,Gallipolis,Gallia,OH,43239,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40239,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
240,Sunrise Manor,1600 Pine Street,Gallipolis,Gallia,OH,43240,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40240,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
241,Lakeside Living,1700 Cedar Avenue,Gallipolis,Gallia,OH,43241,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40241,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.gallia-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
242,Buckeye Manor,1000 Main Street,Chardon,Geauga,OH,43242,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40242,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
243,Heartland Commons,1100 State Street,Chardon,Geauga,OH,43243,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40243,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
244,Ohio Valley Care,1200 High Street,Chardon,Geauga,OH,43244,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40244,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
245,River View Manor,1300 Broad Street,Chardon,Geauga,OH,43245,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40245,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
246,Prairie Village,1400 Oak Street,Chardon,Geauga,OH,43246,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40246,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
247,Heritage House,1500 Maple Avenue,Chardon,Geauga,OH,43247,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40247,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
248,Sunrise Manor,1600 Pine Street,Chardon,Geauga,OH,43248,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40248,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
249,Lakeside Living,1700 Cedar Avenue,Chardon,Geauga,OH,43249,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40249,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.geauga-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
250,Buckeye Manor,1000 Main Street,Xenia,Greene,OH,43250,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40250,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6437,-83.86850000000001
251,Heartland Commons,1100 State Street,Xenia,Greene,OH,43251,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40251,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6537,-83.8585
252,Ohio Valley Care,1200 High Street,Xenia,Greene,OH,43252,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40252,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6637,-83.8485
253,River View Manor,1300 Broad Street,Xenia,Greene,OH,43253,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40253,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6737,-83.83850000000001
254,Prairie Village,1400 Oak Street,Xenia,Greene,OH,43254,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40254,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6837,-83.8285
255,Heritage House,1500 Maple Avenue,Xenia,Greene,OH,43255,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40255,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.6937,-83.8185
256,Sunrise Manor,1600 Pine Street,Xenia,Greene,OH,43256,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40256,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7037,-83.80850000000001
257,Lakeside Living,1700 Cedar Avenue,Xenia,Greene,OH,43257,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40257,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7137,-83.7985
258,Meadowbrook,1800 First Street,Xenia,Greene,OH,43258,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40258,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7237,-83.86850000000001
259,Maple Ridge,1900 Second Street,Xenia,Greene,OH,43259,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40259,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.greene-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.7337,-83.8585
260,Buckeye Manor,1000 Main Street,Cambridge,Guernsey,OH,43260,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40260,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
261,Heartland Commons,1100 State Street,Cambridge,Guernsey,OH,43261,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40261,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
262,Ohio Valley Care,1200 High Street,Cambridge,Guernsey,OH,43262,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40262,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
263,River View Manor,1300 Broad Street,Cambridge,Guernsey,OH,43263,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40263,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
264,Prairie Village,1400 Oak Street,Cambridge,Guernsey,OH,43264,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40264,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
265,Heritage House,1500 Maple Avenue,Cambridge,Guernsey,OH,43265,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40265,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
266,Sunrise Manor,1600 Pine Street,Cambridge,Guernsey,OH,43266,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40266,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
267,Lakeside Living,1700 Cedar Avenue,Cambridge,Guernsey,OH,43267,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40267,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.guernsey-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
268,Buckeye Manor,1000 Main Street,Cincinnati,Hamilton,OH,43268,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40268,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.111200000000004,-84.49690000000001
269,Heartland Commons,1100 State Street,Cincinnati,Hamilton,OH,43269,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40269,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1212,-84.4869
270,Ohio Valley Care,1200 High Street,Cincinnati,Hamilton,OH,43270,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40270,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1312,-84.4769
271,River View Manor,1300 Broad Street,Cincinnati,Hamilton,OH,43271,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40271,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1412,-84.46690000000001
272,Prairie Village,1400 Oak Street,Cincinnati,Hamilton,OH,43272,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40272,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1512,-84.4569
273,Heritage House,1500 Maple Avenue,Cincinnati,Hamilton,OH,43273,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40273,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1612,-84.4469
274,Sunrise Manor,1600 Pine Street,Cincinnati,Hamilton,OH,43274,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40274,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1712,-84.43690000000001
275,Lakeside Living,1700 Cedar Avenue,Cincinnati,Hamilton,OH,43275,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40275,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.181200000000004,-84.4269
276,Meadowbrook,1800 First Street,Cincinnati,Hamilton,OH,43276,(224) 408-1008,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,38,OH-ALF-40276,Ohio Department of Health,2024-11-09,83,False,True,True,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1912,-84.49690000000001
277,Maple Ridge,1900 Second Street,Cincinnati,Hamilton,OH,43277,(225) 409-1009,Senior Living,Continuing Care; Adult Day Services; Personal Care,39,OH-ALF-40277,Ohio Department of Health,2024-03-10,84,True,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.2012,-84.4869
278,Cedar Grove,2000 Third Street,Cincinnati,Hamilton,OH,43278,(226) 410-1010,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,40,OH-ALF-40278,Ohio Department of Health,2024-04-11,85,False,True,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.111200000000004,-84.4769
279,Woodland Manor,2100 Fourth Street,Cincinnati,Hamilton,OH,43279,(227) 411-1011,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,41,OH-ALF-40279,Ohio Department of Health,2024-05-12,86,False,False,False,https://www.hamilton-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.1212,-84.46690000000001
280,Buckeye Manor,1000 Main Street,Findlay,Hancock,OH,43280,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40280,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
281,Heartland Commons,1100 State Street,Findlay,Hancock,OH,43281,(217) 401-1001,Senior Living,Skilled Nursing; Rehabilitation; Respite Care,31,OH-ALF-40281,Ohio Department of Health,2024-04-02,76,False,False,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9212,-83.0288
282,Ohio Valley Care,1200 High Street,Findlay,Hancock,OH,43282,(218) 402-1002,Senior Living,Continuing Care; Adult Day Services; Personal Care,32,OH-ALF-40282,Ohio Department of Health,2024-05-03,77,False,True,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9312,-83.0188
283,River View Manor,1300 Broad Street,Findlay,Hancock,OH,43283,(219) 403-1003,Senior Living,Independent Living; Alzheimer's Care; Dementia Care,33,OH-ALF-40283,Ohio Department of Health,2024-06-04,78,True,False,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.941199999999995,-83.00880000000001
284,Prairie Village,1400 Oak Street,Findlay,Hancock,OH,43284,(220) 404-1004,Senior Living,Memory Care; Skilled Nursing; Intermediate Care,34,OH-ALF-40284,Ohio Department of Health,2024-07-05,79,False,True,True,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9512,-82.9988
285,Heritage House,1500 Maple Avenue,Findlay,Hancock,OH,43285,(221) 405-1005,Senior Living,Assisted Living; Personal Care; Hospice Care,35,OH-ALF-40285,Ohio Department of Health,2024-08-06,80,False,False,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9612,-82.9888
286,Sunrise Manor,1600 Pine Street,Findlay,Hancock,OH,43286,(222) 406-1006,Senior Living,Skilled Nursing; Rehabilitation; Therapy Services,36,OH-ALF-40286,Ohio Department of Health,2024-09-07,81,True,True,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.971199999999996,-82.9788
287,Lakeside Living,1700 Cedar Avenue,Findlay,Hancock,OH,43287,(223) 407-1007,Senior Living,Assisted Living; Memory Care; Independent Living,37,OH-ALF-40287,Ohio Department of Health,2024-10-08,82,False,False,False,https://www.hancock-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9812,-82.9688
288,Buckeye Manor,1000 Main Street,Kenton,Hardin,OH,43288,(216) 400-1000,Senior Living,Assisted Living; Memory Care; Independent Living,30,OH-ALF-40288,Ohio Department of Health,2024-03-01,75,True,True,True,https://www.hardin-senior-living.com,Active,Ohio Department of Health,2025-07-17,39.9112,-83.03880000000001
